"","SchoolNo","z_s10_ELA","z_s10_math","z_s09_ELA","z_s09_math","z_f08_ELA","z_f08_math","z_05_ELA","z_05_math","z_06_ELA","z_06_math","z_07_ELA","z_07_math","avg_teach_salary_08","Attendance_0809","Attendance_0708","LATCOD08","LONCOD08","FTE08","MEMBER08","PUPTCH08","ulocal08_dum12","urban08","suburb08","TITLEI08","STITLI08","CHARTR08","study","trt","male","white","sped","frpl","lep","county.pop"
"667","3697",19.3403034210205,16.8561363220215,18.0731391906738,16.889986038208,22.4764518737793,19.0264873504639,20.8601970672607,17.4097213745117,20.7337779998779,17.2800483703613,21.2265777587891,18.022346496582,50340,96.87,96.49,41.6164,-85.5408,42.3,768,18.2,0,0,0,0,0,0,0,0,0.492581605911255,0.973293781280518,0.0771513357758522,0.341246277093887,0.0593471825122833,77358
"668","3698",19.7698173522949,16.116735458374,18.8508644104004,15.9926729202271,19.6414985656738,18.1737823486328,20.1007232666016,19.5380973815918,20.0597991943359,18.4774055480957,20.9018669128418,18.8399925231934,50340,96.94,96.75,41.5468,-85.5396,21.8,351,16.1,0,0,0,1,0,0,0,0,0.598360657691956,0.959016382694244,0.180327862501144,0.573770463466644,0.549180328845978,77358
"669","3702",20.5743923187256,18.0517616271973,19.8484001159668,18.3992080688477,22.6823501586914,19.9650268554688,21.565788269043,19.5918579101562,22.1436042785645,19.3652191162109,23.5783462524414,19.7016582489014,50340,97.42,97.42,41.6155,-85.5408,22.2,356,16,0,0,0,1,0,0,0,0,0.516853928565979,0.963483154773712,0.0870786532759666,0.443820238113403,0.351123601198196,77358
"670","3704",20.8097763061523,16.8645210266113,19.491584777832,16.72509765625,20.5733623504639,18.8047676086426,20.1195278167725,19.4199714660645,20.0674247741699,18.2424736022949,20.605224609375,18.5714797973633,50340,97.24,97.26,41.6329,-85.5786,23.9,427,17.9,0,0,0,1,0,0,0,0,0.464516133069992,0.967741906642914,0.0838709697127342,0.393548399209976,0.496774196624756,33292
"671","3714",20.511926651001,15.8931045532227,19.1564674377441,15.4126110076904,19.6736221313477,17.2858352661133,20.1928539276123,19.0514469146729,20.0253295898438,17.9405860900879,20.4487457275391,17.5162010192871,50340,96.85,96.56,41.693,-85.5939,23.9,397,16.6,0,0,0,1,0,0,0,0,0.47590360045433,0.951807200908661,0.0602409653365612,0.451807230710983,0.379518061876297,77358
"672","3731",20.9565277099609,16.383150100708,19.8595352172852,16.3499202728271,19.9447689056396,18.0892772674561,19.0574588775635,18.2330894470215,19.733024597168,17.4074058532715,20.4382133483887,17.6088218688965,44511,97.27,96.81,41.6437,-85.41,31.4,466,14.8,0,0,0,1,1,0,0,0,0.537444949150085,0.814977943897247,0.101321585476398,0.590308368206024,0.193832606077194,77358
"673","3741",20.8439750671387,15.3502931594849,19.5266399383545,15.7174777984619,19.4028663635254,17.2289180755615,19.4694061279297,18.1661205291748,19.3583679199219,17.204553604126,19.8815021514893,17.0515804290771,44511,96.26,96.85,41.5319,-85.3653,15.5,252,16.3,0,0,0,1,1,0,0,0,0.557251930236816,0.977099239826202,0.167938932776451,0.503816783428192,0,77358
"674","3743",18.2024154663086,16.7190761566162,16.8817329406738,16.4722995758057,21.8742866516113,18.5019702911377,21.1555805206299,18.3703861236572,21.2180690765381,17.9310855865479,22.1339550018311,18.6422729492188,44511,96.31,96.42,41.6523,-85.4081,34.8,523,15,0,0,0,1,1,0,0,0,0.516252398490906,0.85468453168869,0.126195028424263,0.529636740684509,0.122370935976505,77358
"675","3745",21.0215702056885,16.3892459869385,20.2609481811523,16.7571239471436,19.9800262451172,18.4339485168457,19.5044574737549,18.3822402954102,19.9001312255859,17.8254299163818,20.6345291137695,17.5845108032227,44511,97.05,96.65,41.7249,-85.4202,16.7,278,16.6,0,0,0,1,1,0,0,0,0.547297298908234,0.756756782531738,0.135135129094124,0.668918907642365,0.0810810774564743,77358
"676","3753",21.2589435577393,16.7972640991211,20.5179119110107,17.3227100372314,20.5042476654053,19.0021915435791,20.7171764373779,19.6280555725098,20.9299392700195,19.1713523864746,21.023286819458,18.5094184875488,46873,96.2,96.42,41.2835,-87.4298,23.5,507,21.6,0,0,0,1,0,0,0,0,0.580152690410614,0.893129765987396,0.0992366448044777,0.213740453124046,0.0343511439859867,34185
"677","3761",19.0611248016357,17.4847679138184,17.6763515472412,17.3600406646729,22.9604091644287,19.7396297454834,20.9805335998535,17.314826965332,20.5417308807373,17.0361862182617,22.4832572937012,19.1755027770996,47985,96.04,96.32,41.3998,-87.3644,44.6,829,18.6,0,0,1,0,0,0,0,0,0.514457821846008,0.856626510620117,0.0855421721935272,0.173493981361389,0.014457831159234,34185
"678","3769",21.96457862854,16.7295093536377,20.8515300750732,16.6339702606201,21.0800762176514,18.6772346496582,20.2500801086426,18.2982330322266,20.623218536377,17.9427223205566,21.2145919799805,18.1429424285889,47985,96.05,96.02,41.385,-87.4168,24.6,408,16.6,0,0,1,1,1,0,0,0,0.513636350631714,0.859090924263,0.136363640427589,0.449999988079071,0.00909090880304575,34185
"679","3773",22.4912109375,17.6447601318359,21.2731952667236,17.598913192749,21.4513607025146,19.3486766815186,21.1638927459717,19.589225769043,21.542516708374,19.0319862365723,21.7422924041748,18.591272354126,47985,97.46,96.95,41.3925,-87.3644,14.5,284,19.6,0,0,1,0,0,0,0,0,0.518518507480621,0.895061731338501,0.0802469104528427,0.117283947765827,0.0493827164173126,37128
"680","3781",21.2288780212402,16.7632656097412,19.9983024597168,15.844126701355,20.0482501983643,17.9052505493164,20.4054985046387,18.8935127258301,20.3177890777588,18.1551780700684,20.7868595123291,17.4095630645752,50893,96.22,95.68,41.3769,-87.4506,26,588,22.6,0,0,1,1,0,0,0,0,0.539007067680359,0.904929578304291,0.161971837282181,0.239436626434326,0,37128
"681","3782",21.9787902832031,16.5938110351562,20.9910373687744,16.7753238677979,21.0457973480225,18.8192615509033,21.3371448516846,19.5677032470703,21.4272117614746,18.9808120727539,21.4167671203613,18.4824695587158,50893,96.87,97.1,41.4212,-87.4852,15.5,349,22.5,0,0,0,0,0,0,1,1,0.487179487943649,0.831632673740387,0.0765306130051613,0.0867346972227097,0.0561224482953548,37128
"682","3784",18.7292995452881,16.8897838592529,17.6059913635254,16.7483921051025,22.7710342407227,18.9047431945801,20.8671188354492,17.3525085449219,21.4270114898682,17.5965671539307,22.5203990936279,18.4504241943359,50893,96,95.89,41.3773,-87.4551,16.9,447,26.4,0,0,0,1,0,0,0,0,0.505592823028564,0.886160731315613,0.102678574621677,0.205357149243355,0,37128
"683","3791",18.5043754577637,15.4913520812988,17.0331497192383,15.0309982299805,21.021110534668,17.3132400512695,19.411060333252,16.7082004547119,19.715124130249,16.3748378753662,20.1677474975586,16.5344161987305,41880,95.12,95.68,41.5583,-87.2786,32.4,678,20.9,0,0,1,1,1,0,0,0,0.476793259382248,0.594142258167267,0.121338911354542,0.723849356174469,0.184100419282913,37128
"684","3797",20.2650451660156,15.4550590515137,19.004451751709,15.8422727584839,19.3981609344482,17.6423053741455,19.7149276733398,18.9794998168945,20.148509979248,18.230884552002,19.5954399108887,17.0167865753174,41880,95.44,96.01,41.5547,-87.3012,15.5,296,19.1,0,0,1,1,1,0,0,0,0.572463750839233,0.54347825050354,0.115942031145096,0.876811623573303,0.246376812458038,37128
"685","3801",19.2571067810059,15.9946346282959,17.7965488433838,16.0054626464844,19.9678649902344,17.8931884765625,19.7489433288574,18.6711273193359,19.6681632995605,17.6986656188965,20.644832611084,17.856351852417,41880,95.63,95.26,41.5574,-87.2785,18.1,309,17.1,0,0,1,1,1,0,0,0,0.469613254070282,0.519336998462677,0.176795586943626,0.773480653762817,0.00552486209198833,47536
"686","3805",20.9305610656738,16.5042781829834,19.7114162445068,16.4137535095215,20.1793060302734,18.8215103149414,19.9667682647705,19.0878486633301,20.0897789001465,18.1051139831543,20.2598686218262,17.8602771759033,41880,96.1,96.19,41.5572,-87.2575,15,286,19.1,0,0,1,1,1,0,0,0,0.396694213151932,0.578512370586395,0.107438012957573,0.727272748947144,0.264462798833847,37128
"687","3811",18.6103782653809,15.8055391311646,17.1966514587402,15.1767292022705,21.5232620239258,17.3927307128906,20.2684783935547,16.2305126190186,19.9038257598877,15.8798704147339,20.5161552429199,16.446475982666,45205,95.97,96.13,41.4913,-87.3348,55.5,1179,21.2,0,0,1,1,1,0,0,0,0.504753649234772,0.213114753365517,0.083692841231823,0.440034508705139,0.0112165659666061,37128
"688","3813",19.5504207611084,16.9514083862305,18.8032398223877,17.0600738525391,21.5484867095947,19.055793762207,20.9820022583008,18.4202270507812,21.4072036743164,18.1236610412598,22.607063293457,18.4590339660645,45205,96.21,95.93,41.5075,-87.3532,44,1081,24.6,0,0,1,1,1,0,0,0,0.494296580553055,0.211977183818817,0.0941064655780792,0.480988591909409,0.0209125466644764,496005
"689","3821",19.422534942627,15.5499897003174,17.6410465240479,15.2570419311523,18.7501659393311,17.517448425293,18.3427982330322,17.6238899230957,18.9377632141113,17.5061683654785,19.4897766113281,17.9433441162109,45205,95.39,95.05,41.5074,-87.3411,23.4,422,18,0,0,1,1,1,0,0,0,0.489932894706726,0.100671142339706,0.120805367827415,0.671140968799591,0.0134228188544512,496005
"690","3822",19.5611915588379,15.4564876556396,17.8209743499756,15.0425891876221,18.6641006469727,17.0757274627686,19.1003589630127,18.5742950439453,19.3942375183105,17.5436859130859,19.8043098449707,17.3077335357666,45205,95.97,95.64,41.4865,-87.3461,38.8,721,18.6,0,0,1,1,1,0,0,0,0.503289461135864,0.196078434586525,0.0849673226475716,0.473856210708618,0.0326797403395176,496005
"691","3826",19.5771408081055,15.4893207550049,17.925464630127,15.0381679534912,18.4912929534912,16.8498973846436,18.4382743835449,17.5548324584961,18.8951663970947,16.773494720459,19.1357669830322,16.6820316314697,45205,96.39,95.84,41.5096,-87.3759,24.9,439,17.6,0,0,1,1,1,0,0,0,0.531578958034515,0.0684210509061813,0.084210529923439,0.542105257511139,0.0315789468586445,496005
"692","3827",20.173168182373,15.5243072509766,18.4719924926758,15.4730415344238,19.212028503418,17.4806213378906,19.5541954040527,18.411413192749,20.0454044342041,17.8517951965332,19.9827709197998,17.704158782959,45205,96.03,95.47,41.4854,-87.2679,19.2,377,19.6,0,0,0,1,0,0,0,0,0.589928030967712,0.48920863866806,0.136690646409988,0.460431665182114,0.0719424486160278,496005
"693","3829",20.9677143096924,16.5542945861816,19.0066032409668,16.4182567596436,19.9617958068848,18.4919090270996,19.9942283630371,19.4241409301758,20.0934429168701,18.4315032958984,20.6036853790283,18.2745933532715,45205,95.62,95.37,41.4784,-87.3734,27.3,561,20.5,0,0,1,1,1,0,0,0,0.482608705759048,0.391304343938828,0.0695652142167091,0.408695638179779,0,496005
"694","3831",20.2017154693604,17.1804218292236,19.1199550628662,17.3994827270508,22.6562042236328,19.3896179199219,21.5770301818848,18.0188598632812,21.666576385498,17.8882884979248,22.309362411499,18.6923294067383,48564,96.72,96.73,41.4788,-87.4571,53.5,1000,18.7,0,0,1,1,0,0,0,0,0.52747255563736,0.729270756244659,0.101898103952408,0.162837162613869,0.0269730277359486,496005
"695","3837",21.0554809570312,16.6818580627441,19.3652954101562,16.3963279724121,20.1445045471191,18.1972942352295,20.8509426116943,19.8697719573975,20.9359436035156,19.0458488464355,21.2505702972412,18.5687217712402,48564,96.76,96.92,41.4595,-87.4703,35.5,685,19.3,0,0,1,0,0,0,0,0,0.483108103275299,0.851351380348206,0.0979729741811752,0.0878378376364708,0.0202702693641186,496005
"696","3838",19.9293231964111,17.3129711151123,18.9931316375732,17.3470439910889,22.4479351043701,19.3945274353027,21.9955310821533,19.094596862793,21.6255397796631,18.5057888031006,22.4067707061768,19.1998271942139,48564,96.6,96.56,41.4499,-87.4617,61,1155,18.9,0,0,1,0,0,0,0,0,0.529155790805817,0.801566600799561,0.142732813954353,0.133159264922142,0.0156657956540585,496005
"697","3839",20.8077812194824,16.4247779846191,19.2006015777588,16.0882415771484,20.0123443603516,17.7782554626465,20.303674697876,19.0908069610596,20.610279083252,18.540189743042,20.9537448883057,18.0123481750488,48564,97.11,97.21,41.4719,-87.5095,31,561,18.1,0,0,1,0,0,0,0,0,0.525896430015564,0.824701189994812,0.147410362958908,0.0996015965938568,0.0358565747737885,496005
"698","3840",21.4160575866699,17.3618469238281,20.2335472106934,16.8742713928223,20.6571426391602,18.4076843261719,20.9028358459473,19.8204078674316,21.2287349700928,18.8266849517822,21.937520980835,18.8721504211426,48564,96.98,96.58,41.4788,-87.459,32,608,19,0,0,1,1,0,0,0,0,0.527272701263428,0.836363613605499,0.168181821703911,0.163636356592178,0.0318181812763214,496005
"699","3841",19.804615020752,17.2725105285645,18.8693752288818,17.3803615570068,22.4118824005127,19.2763156890869,21.7188510894775,18.3559284210205,21.8769149780273,18.1254959106445,22.6277656555176,19.0805740356445,48564,96.81,96.53,41.4931,-87.5119,58.6,1097,18.7,0,0,1,0,0,0,0,0,0.513863205909729,0.763401091098785,0.1451016664505,0.122920520603657,0.0258780028671026,496005
"700","3843",20.6652717590332,16.4955558776855,19.1294631958008,16.1782894134521,19.8286437988281,17.6781387329102,20.1457576751709,18.9788780212402,20.4773921966553,18.2332248687744,20.8622283935547,18.0415992736816,48564,96.46,96.88,41.5117,-87.5172,36,666,18.5,0,0,1,1,0,0,0,0,0.526690363883972,0.743772268295288,0.167259782552719,0.206405699253082,0.0391459092497826,496005
"701","3845",20.6444702148438,16.3324317932129,20.1844177246094,16.9598503112793,20.1315746307373,18.4293231964111,19.4253120422363,18.874927520752,19.8246765136719,17.9719867706299,20.6273746490479,18.1070804595947,46873,96.06,96.4,41.29,-87.4717,23.5,498,21.2,0,0,0,1,0,0,0,0,0.545454561710358,0.905303001403809,0.143939390778542,0.178030297160149,0.0227272734045982,496005
"702","3848",21.0117740631104,15.9562005996704,20.1172580718994,16.887092590332,20.4281387329102,18.4894504547119,20.0112323760986,19.2146282196045,20.1972217559814,18.3053588867188,20.893238067627,18.0515670776367,46873,95.58,96.06,41.2797,-87.4008,24,541,22.5,0,0,0,1,0,0,0,0,0.52613240480423,0.940766572952271,0.101045295596123,0.177700355648994,0.0209059230983257,496005
"703","3851",18.707462310791,18.0106678009033,17.3692760467529,17.7109851837158,22.4287433624268,19.7796497344971,21.5440139770508,18.8592872619629,21.5932731628418,18.6240348815918,22.607141494751,19.5969161987305,46873,97.17,96.12,41.2887,-87.4304,36.3,920,25.3,0,0,0,1,0,0,0,0,0.508269011974335,0.939427316188812,0.123348020017147,0.164096921682358,0.0176211446523666,496005
"704","3881",19.6132030487061,14.6129198074341,18.5536327362061,14.7372455596924,19.0505084991455,17.1601867675781,18.8060131072998,17.8979663848877,18.4485912322998,16.808012008667,19.4251117706299,17.3611011505127,57520,95.93,95.98,41.5736,-87.4277,18.5,308,16.6,0,1,0,1,1,0,0,0,0.472972959280014,0.533783793449402,0.148648649454117,0.945945918560028,0.0810810774564743,496005
"705","3885",20.3864364624023,16.085750579834,18.8626365661621,15.8591003417969,19.1746730804443,17.6013221740723,19.2861557006836,18.4948406219482,19.5262928009033,18.129545211792,19.9151649475098,17.4168300628662,57520,98.58,95.42,41.5368,-87.4085,20,397,19.9,0,0,1,1,1,0,0,0,0.457547158002853,0.586854457855225,0.145539909601212,0.769953072071075,0.0375586859881878,496005
"706","3889",20.0225296020508,15.146276473999,18.9640598297119,15.1051616668701,19.0635852813721,17.3567905426025,19.1845836639404,18.3058052062988,19.4619693756104,17.783655166626,19.9318084716797,16.8570423126221,57520,96.47,96.28,41.533,-87.3592,14,297,21.2,0,0,1,1,1,0,0,0,0.475524485111237,0.363636374473572,0.118881121277809,0.846153855323792,0.00699300691485405,496005
"707","3893",17.3845825195312,15.5630006790161,15.5802021026611,15.0623254776001,21.0823612213135,17.5505485534668,20.3969020843506,16.6365985870361,20.5058441162109,16.5985088348389,21.0702953338623,17.1332683563232,57520,94.37,93.53,41.5444,-87.3812,23.9,515,21.5,0,0,1,1,1,0,0,0,0.524366497993469,0.536062359809875,0.122807018458843,0.814814805984497,0.0506822615861893,496005
"708","3903",22.1608295440674,17.3878631591797,20.6434936523438,17.4644546508789,20.7993316650391,18.9993076324463,21.5377807617188,19.7303619384766,21.4907779693604,18.9266128540039,21.4721508026123,18.4097805023193,47985,96.61,96.36,41.4095,-87.374,28.3,584,20.6,0,0,1,0,0,0,0,0,0.491408944129944,0.896907210350037,0.16494844853878,0.161512032151222,0.00687285233289003,496005
"709","3905",21.6791934967041,16.9214611053467,21.0041694641113,17.3315620422363,20.8980808258057,18.5602130889893,21.4864406585693,19.4215450286865,21.7250938415527,18.9866371154785,21.5417881011963,18.2768859863281,47985,97.04,96.74,41.4075,-87.3596,24.5,519,21.2,0,0,1,1,0,0,0,0,0.491525411605835,0.779660999774933,0.110169492661953,0.199152544140816,0.0550847463309765,496005
"710","3907",22.0963153839111,17.0729656219482,20.9235572814941,17.1645317077637,20.913200378418,18.811897277832,21.2216186523438,19.7521743774414,21.3865261077881,18.7984466552734,21.2082824707031,18.4313678741455,47985,97.1,97.14,41.4117,-87.239,25.2,527,20.9,0,0,0,0,0,0,0,0,0.548387110233307,0.81593930721283,0.0986717268824577,0.127134725451469,0.0208728648722172,496005
"711","3913",21.5113677978516,16.6388454437256,20.3930358886719,16.6100845336914,20.6195945739746,18.7261695861816,20.687780380249,19.0737648010254,21.0641708374023,18.6285877227783,20.9412097930908,17.7586078643799,47985,96.25,96.55,41.4276,-87.3738,22.7,468,20.6,0,0,1,1,0,0,0,0,0.495652168989182,0.865217387676239,0.108695648610592,0.339130431413651,0.00869565177708864,496005
"712","3915",19.1295776367188,17.5500507354736,17.3193836212158,16.805944442749,22.6429100036621,19.0913791656494,22.1219749450684,18.226634979248,21.9308471679688,18.0925178527832,22.4964714050293,18.7978458404541,47985,96.29,96.17,41.4183,-87.3705,44.8,871,19.4,0,0,1,0,0,0,0,0,0.462703973054886,0.862470865249634,0.0710955709218979,0.170163169503212,0.00582750560715795,496005
"713","3933",18.6536235809326,15.8517417907715,17.9980773925781,15.3542633056641,19.7194328308105,17.474437713623,19.1439666748047,18.2328433990479,19.3230533599854,17.1591262817383,20.4216423034668,17.3516578674316,49294,94.55,94.13,41.6344,-87.442,38,717,18.9,0,0,1,1,1,0,0,0,0.501432657241821,0.0113960113376379,0.108262106776237,0.754985749721527,0.0655270665884018,496005
"715","3937",19.6814079284668,15.3460445404053,17.3411273956299,15.1138572692871,20.0062789916992,18.1308326721191,18.8414535522461,17.4049263000488,19.6317596435547,17.0303039550781,20.4636154174805,17.576114654541,49294,95.04,95.24,41.6263,-87.4676,21.5,364,16.9,0,0,1,1,1,0,0,0,0.540106952190399,0.0106382975354791,0.180851057171822,0.914893627166748,0,496005
"716","3941",19.0907821655273,14.60959815979,18.0145874023438,15.6882247924805,19.8009510040283,17.6917343139648,19.2885665893555,18.3289813995361,19.5278091430664,17.5805778503418,20.307430267334,17.6819076538086,49294,95.25,95.07,41.6337,-87.4822,31,623,20.1,0,0,1,1,1,0,0,0,0.51265823841095,0.0189873408526182,0.126582279801369,0.838607609272003,0.13607594370842,496005
"717","3945",19.2166404724121,14.6338758468628,17.9773025512695,15.6858758926392,19.5474491119385,17.5537338256836,18.9232387542725,17.3862571716309,19.1086616516113,16.7185325622559,20.0580940246582,16.9272384643555,49294,94.58,94.27,41.6492,-87.4475,26,364,14,0,0,1,1,1,0,0,0,0.551020383834839,0,0.156462579965591,0.870748281478882,0.102040819823742,496005
"718","3953",19.1908016204834,14.4016790390015,18.0219345092773,15.4600982666016,19.5497417449951,17.5039920806885,19.7434463500977,18.7694511413574,20.1594638824463,17.9265823364258,20.5009803771973,17.799337387085,49294,96.13,95.31,41.6267,-87.4822,36,751,20.9,0,0,1,1,1,0,0,0,0.495024889707565,0.0372208431363106,0.131513640284538,0.885856091976166,0.263027280569077,496005
"719","3961",19.5180759429932,14.8821048736572,17.8325023651123,15.4633884429932,19.7350559234619,17.1220836639404,19.4443016052246,18.1432189941406,19.7361831665039,17.1719779968262,20.9322738647461,17.9986419677734,49294,96.01,95.73,41.6336,-87.4544,23.5,456,19.4,0,0,1,1,1,0,0,0,0.462962955236435,0.0230414755642414,0.165898621082306,0.788018405437469,0.184331804513931,496005
"720","3963",17.9210510253906,14.59068775177,15.8144435882568,14.1374435424805,20.2121696472168,16.4187126159668,19.2041873931885,15.3983383178711,18.9406814575195,15.0694227218628,19.2542953491211,15.4775314331055,49294,96.05,94.51,41.6339,-87.4391,32,389,12.2,0,0,1,1,1,0,0,0,0.518421053886414,0.0131578948348761,0.181578949093819,0.860526323318481,0.131578952074051,496005
"721","3965",18.1144237518311,15.112850189209,16.6067504882812,14.8519325256348,20.4551620483398,17.0692596435547,19.3431949615479,15.8240928649902,18.947883605957,15.3076162338257,19.3969230651855,16.1818046569824,43729,87.28,93.82,41.5763,-87.2442,39.4,647,16.4,0,0,1,1,1,0,0,0,0.506912469863892,0.603686630725861,0.124423965811729,0.56682026386261,0.0368663594126701,496005
"722","3967",17.5500144958496,14.3287715911865,16.5273361206055,14.5702505111694,20.8134536743164,16.6931343078613,19.3121452331543,15.7166976928711,19.206823348999,15.4164619445801,19.7859954833984,15.9533367156982,49294,95.54,93.91,41.6411,-87.4808,24,469,19.5,0,0,1,1,1,0,0,0,0.488322705030441,0.0233545638620853,0.150743097066879,0.870488345623016,0.0403397046029568,496005
"724","3973",20.837553024292,16.4872665405273,19.5385398864746,16.7824745178223,19.3471202850342,17.67919921875,18.6415195465088,17.5214443206787,19.4731998443604,17.7213172912598,19.9626197814941,17.3172760009766,43729,96.19,95.73,41.5663,-87.2665,13.8,241,17.5,0,0,1,1,1,0,0,0,0.548672556877136,0.482758611440659,0.103448279201984,0.775862097740173,0.0862068980932236,496005
"725","3975",20.8975086212158,16.0683135986328,19.8235931396484,15.6513719558716,19.1326293945312,16.9206047058105,18.4382514953613,17.6356544494629,19.0096817016602,16.733980178833,19.5830135345459,16.5310134887695,43729,97.09,96.77,41.5795,-87.2317,12,253,21.1,0,0,1,1,1,0,0,0,0.45038166642189,0.656488537788391,0.114503815770149,0.625954210758209,0.0839694663882256,496005
"726","3977",16.6597309112549,17.933464050293,15.0245904922485,16.7528381347656,22.4573783874512,19.5655975341797,21.1514415740967,18.6117420196533,21.8917713165283,18.8746242523193,23.9043941497803,19.9936256408691,43729,96.56,95.72,41.5726,-87.2444,6.8,135,19.9,0,0,1,1,1,0,0,0,0.541284382343292,0.596330285072327,0.119266055524349,0.752293586730957,0.0642201825976372,496005
"727","3985",20.4753360748291,16.1050090789795,19.6576862335205,16.0721321105957,19.3821563720703,16.8796844482422,18.7417049407959,17.8969345092773,19.0031452178955,16.781530380249,19.7339706420898,17.0224132537842,43729,95.75,93.97,41.5729,-87.2292,10.8,198,18.3,0,0,1,1,1,0,0,0,0.409638553857803,0.590361416339874,0.14457830786705,0.734939754009247,0.0722891539335251,496005
"731","4053",20.521614074707,17.5332870483398,19.6498413085938,17.7085952758789,22.2022724151611,20.4024124145508,22.296817779541,20.5093383789062,22.6930351257324,19.6324825286865,23.7386531829834,20.4779052734375,56293,99.08,98.54,41.577,-87.36,21.1,484,22.9,0,1,0,1,1,0,1,0,0.447019875049591,0.00662251655012369,0.00993377529084682,0.490066230297089,0,496005
"732","4061",18.7589340209961,15.844181060791,17.4082984924316,14.8793039321899,19.8891448974609,17.2883033752441,18.964427947998,16.8295574188232,19.8854713439941,16.8613452911377,20.7036895751953,17.6756172180176,56293,95.49,95.49,41.5904,-87.3618,25.5,404,15.8,0,1,0,1,1,0,0,0,0.494897961616516,0.00507614202797413,0.126903548836708,0.857868015766144,0.00507614202797413,496005
"733","4065",19.1607360839844,16.0849533081055,17.8098468780518,15.6243362426758,19.8991279602051,17.6554794311523,18.5609569549561,16.3723564147949,19.0014419555664,16.4574775695801,20.3850574493408,17.0641555786133,56293,96.04,96.38,41.5989,-87.4067,26.7,405,15.2,0,1,0,1,1,0,0,0,0.5,0.0215517245233059,0.150862067937851,0.900862097740173,0.0129310349002481,496005
"735","4086",21.1383590698242,18.013463973999,18.7234191894531,17.3861255645752,20.547571182251,19.2026557922363,19.2108306884766,17.2263965606689,19.7261352539062,17.7915573120117,21.4600219726562,18.4914932250977,56293,95.94,95.8,41.5806,-87.3503,22.6,312,13.8,0,1,0,1,1,0,0,0,0,0.0125786159187555,0.245283022522926,0.849056601524353,0,496005
"737","4104",18.2506160736084,14.822416305542,17.5179443359375,15.2392587661743,19.4169445037842,17.4631843566895,18.6765193939209,17.0671100616455,19.0095481872559,16.3652057647705,20.0011882781982,17.6628189086914,56293,95.47,95.49,41.6001,-87.3445,37.7,551,14.6,0,1,0,1,1,0,1,0,0.48591548204422,0.00350877200253308,0.0947368443012238,0.859649121761322,0.00350877200253308,496005
"738","4121",19.2827682495117,16.2160491943359,17.7969436645508,15.1376399993896,19.9507083892822,17.6853485107422,19.1941223144531,17.5543575286865,19.9694652557373,17.4026718139648,20.8378162384033,17.8113994598389,56293,96.01,95.06,41.6135,-87.2625,33,744,22.5,0,1,0,1,1,0,1,1,0.503597140312195,0.0095923263579607,0.139088734984398,0.824940025806427,0,496005
"740","4155",19.0757675170898,15.7037878036499,17.1571292877197,15.2453212738037,19.2838840484619,16.9753570556641,18.4643268585205,16.634593963623,19.1995697021484,16.3093204498291,20.0958786010742,16.8639526367188,56293,96.36,96.42,41.5276,-87.341,40.3,730,18.1,0,1,0,1,1,0,0,0,0.498829036951065,0.00234192027710378,0.135831385850906,0.868852436542511,0.00468384055420756,496005
"742","4165",19.3154945373535,16.473274230957,17.5382671356201,15.792628288269,20.3896598815918,18.3768577575684,19.4500637054443,17.9458675384521,20.1332702636719,17.9455795288086,20.9909133911133,18.2573661804199,56293,97.16,95.72,41.551,-87.351,24.2,414,17.1,0,1,0,1,1,0,0,0,0.47881355881691,0.00423728814348578,0.190677970647812,0.843220353126526,0.00423728814348578,496005
"743","4168",18.3971691131592,16.0319480895996,17.0865707397461,16.3356266021729,22.5530986785889,18.8279323577881,21.0959911346436,17.0322513580322,21.0461502075195,16.9573249816895,21.983907699585,18.0948467254639,56293,99.42,99.28,41.6075,-87.2469,26,404,15.5,0,1,0,1,1,0,0,0,0.339393943548203,0.0181818176060915,0.0121212117373943,0.709090888500214,0,496005
"744","4169",19.7116432189941,16.9970035552979,18.7879238128662,16.8001441955566,20.7517948150635,18.8058414459229,18.8798980712891,17.095365524292,19.7310638427734,16.8322162628174,20.4523639678955,17.6489601135254,56293,97.19,99.56,41.5839,-87.321,28,572,20.4,0,1,0,1,1,0,0,0,0.506211161613464,0.00307692307978868,0.0923076942563057,0.839999973773956,0,496005
"745","4171",20.7379875183105,17.504415512085,19.8310661315918,17.3168659210205,21.7101745605469,19.117862701416,21.519567489624,20.1823120117188,21.5449028015137,18.8818912506104,22.2330455780029,19.0122890472412,49757,97.15,96.72,41.5318,-87.4421,14.3,258,18,0,0,1,0,0,0,0,0,0.51973682641983,0.782894730567932,0.171052634716034,0.25,0,496005
"746","4177",18.764669418335,15.9921646118164,17.6232242584229,16.052417755127,21.670482635498,18.2541046142578,20.6780204772949,17.0798645019531,20.4383316040039,16.6723670959473,20.9846839904785,17.5657196044922,49757,96.99,97,41.5319,-87.435,27.1,421,15.5,0,0,1,1,0,0,0,0,0.439803451299667,0.58968061208725,0.147420153021812,0.388206392526627,0.0245700236409903,496005
"747","4181",20.3711738586426,17.3238925933838,19.2269058227539,17.474308013916,21.1620292663574,18.7653465270996,21.115478515625,19.4991283416748,20.9049625396729,18.5077819824219,21.6166553497314,18.4076404571533,49757,96.62,96.64,41.5247,-87.4288,15.1,312,20.7,0,0,1,0,0,0,0,0,0.497354507446289,0.751322746276855,0.153439149260521,0.343915343284607,0.0158730167895555,496005
