"","SchoolNo","z_s09_ELA","z_s09_math","Attendance_0809","FTE08","MEMBER08","PUPTCH08","county.pop","TITLEI08","STITLI08","male","white","sped","frpl","lep","study","trt","N.EXPT","prob"
"255",1575,-0.784663119965322,1.1027903814007,1.18780628529015,0.652348218499915,1.17146494334529,1.20742553004988,-0.686498032874763,-1.84015427297776,-1.00099113547736,0.257102253111947,0.505330870173747,-1.15068855439237,-1.1290206953931,0.165851305466398,0,0,1,0.0250003005853157
"256",1577,0.10892571326335,-0.512922335510522,0.817634115866675,-1.42543134947864,-1.0916139968779,1.56147771716165,-0.686498032874763,0.54307375891987,-1.00099113547736,-0.29163864808121,0.748948864881459,1.05931062433351,-0.575412309382238,-0.558738239841524,0,0,1,0.365903622619132
"257",1581,0.580355011925998,1.5307023336402,1.49067442390936,-1.07913475481555,-0.899509987459368,0.499321155826329,-0.686498032874763,-1.84015427297776,-1.00099113547736,-0.495167417497797,0.75686082706372,0.923317129152551,-1.45380162770378,-0.558738239841524,0,0,1,0.00468077744370519
"258",1583,-0.31463417672842,0.731347320404972,1.84962925486546,0.808181686098307,0.98873186121547,0.499321155826329,-0.686498032874763,-1.84015427297776,-1.00099113547736,-0.877766960439587,0.815797849542618,-1.51542587870177,-1.38705197880081,-0.558738239841524,0,0,1,0.219685029553461
"259",1586,0.667393143779781,3.16897835581491,1.93936796260449,-1.40811651974548,-1.26966161536337,0.251484624848086,-0.686498032874763,-1.84015427297776,-1.00099113547736,-1.18268641065459,0.88057545151244,-1.45289453525432,-1.11680963519853,-0.558738239841524,0,0,1,7.77031000654288e-10
"260",1587,-1.13057792206069,1.36942518864202,0.0772897770197232,-0.429828639822248,-0.243545077249747,0.534726374537505,-0.686498032874763,0.54307375891987,-1.00099113547736,-0.963523497666016,0.276848363085905,-0.287504609079123,-0.388030779470715,0.224026415919172,0,0,1,0.0018200815700431
"261",1590,0.825331910596267,0.388606560697514,0.0885071154870911,0.150218156238432,0.642007551533241,1.27823596747223,-0.686498032874763,0.54307375891987,0.998349997916735,-1.15380982853381,-0.111040873808969,-0.171943534482133,0.0969142910578827,1.14437593075257,0,0,1,0.159187096881882
"262",1601,0.914819598184631,0.0692285385273213,0.683026054258132,-0.213393268157815,0.0469536687002281,0.74715768680457,-0.686498032874763,0.54307375891987,-1.00099113547736,-0.75146317898822,0.189581302677386,-0.171332651726667,-0.391661542241587,0.994587482368977,0,0,1,0.156657402784934
"263",1613,-0.34631348632465,0.626929661748131,-0.0348836076540675,1.74318249168866,2.04296118119522,0.676347249382216,-0.686498032874763,-1.84015427297776,-1.00099113547736,-0.29163864808121,0.677581747007889,-1.24317337732896,-1.37435083900947,0.291575149347735,0,0,1,0.26390843036072
"264",1617,-0.498974974622859,-0.052302336106146,0.0885071154870911,0.738922367165688,0.90439351561709,0.463915937115151,-0.686498032874763,0.54307375891987,0.998349997916735,-0.29163864808121,-0.411777527362633,0.216598900327077,0.235142856972605,0.52885303346386,0,0,1,0.376745655633161
"265",1621,0.282369329088211,0.622111606836284,1.01954620827949,-0.602976937153794,-0.412221768446507,0.534726374537505,-0.686498032874763,0.54307375891987,-1.00099113547736,-0.580365988886525,0.652422881276738,-1.08540577530843,-0.512375013424769,3.96421328290726,1,1,1,0.282385565134936
"266",1629,-1.87917096897662,-0.106695922628533,0.144593807823994,4.88582408825622,4.28261280319664,-0.244188437108398,-0.686498032874763,0.54307375891987,0.998349997916735,0.00987454649591175,-0.946776767826869,0.148239667977608,0.838575440999404,2.76801138031113,0,0,1,0.000837017727791033
"267",1633,0.302787506372302,-0.535319315938567,0.279201869432521,0.132903326505277,0.187517578030861,0.180674187425731,-0.119858470703199,0.54307375891987,0.998349997916735,0.351383679529913,-1.3743808882026,-0.566598167591184,1.26547920007525,3.82527166444424,0,0,1,0.319589901519987
"268",1641,0.376103576734256,-0.304734075460184,-0.573315854088206,-0.42117122495567,-0.149835804362658,0.782562905515747,-0.119858470703199,0.54307375891987,0.998349997916735,0.988286143112062,-0.908821660010335,-0.273575911820782,0.864590320078039,3.26662808277885,0,0,1,0.385077292851279
"269",1649,0.0920333039547999,1.00922139427162,0.963459515942585,-0.689551085819567,-0.609011241509393,0.145268968714554,-0.119858470703199,0.54307375891987,-1.00099113547736,-0.178772667222645,0.674759403751255,0.774206767743533,-0.526701628757795,0.429981099527006,0,0,1,0.113653851782251
"270",1652,0.866395734065985,1.63863320204795,1.03076354674686,-0.455800884421979,-0.243545077249747,0.60553681195986,-0.119858470703199,0.54307375891987,-1.00099113547736,0.252456484505662,0.670112849310096,-0.3586237039282,-1.12834946137396,0.307868369145198,1,1,1,0.00103590587022039
"271",1656,0.038327896276046,-1.59294997210245,-0.0236662691866837,0.0116995183731951,-0.154521268007013,-0.456619749375462,-0.119858470703199,0.54307375891987,-1.00099113547736,0.213046632180697,0.297709053506073,-0.521509004754307,-0.797495109950561,1.10567682869932,0,0,1,0.00619491365437211
"272",1657,-0.924938926568917,1.40351426847317,-0.0124489307192998,2.25396996881672,2.38031456358874,0.393105499692796,-0.119858470703199,0.54307375891987,-1.00099113547736,-0.154108209171133,0.527185419455262,-0.822394949916742,-0.7997144704102,-0.00466652358232467,0,0,1,0.00350306299597731
"273",1669,-0.9400755602929,0.747885374369945,-0.371403761675408,1.12850603616167,1.11992484325739,0.145268968714554,-0.119858470703199,0.54307375891987,-1.00099113547736,-0.153307520793929,0.368410899935453,-0.423147806041667,-0.619649128764674,0.486852216632368,0,0,1,0.0528459330317633
"274",1673,-0.847845450758982,-0.477239756449108,-0.0348836076540675,0.747579782032266,0.810684242730001,0.251484624848086,-0.119858470703199,0.54307375891987,0.998349997916735,-0.128708183423763,-0.575262249673394,-0.0904223197758215,1.13150436349575,2.02716660485,0,0,1,0.130913351752566
"275",1679,-0.207091145071795,0.353495924457443,-0.0348836076540675,0.643690803633338,0.543612815001798,-0.102567562263689,-0.119858470703199,-1.84015427297776,-1.00099113547736,-0.731416369248801,-0.106444248461999,-0.509173892137345,-0.729140988917195,0.522054460113658,0,0,1,0.416867063730482
"276",1681,-0.729591477196077,-0.172081971181512,-0.304099730871137,0.929385494230389,0.871595270106609,0.00364809386984396,-0.119858470703199,0.54307375891987,0.998349997916735,0.790718876067594,-0.261087697702276,-0.0633710519513214,-0.0422887792857964,1.04886281522485,0,0,1,0.245315566912536
"277",1693,-0.77294704984989,-0.332618702395923,-0.281665053936385,0.271421964370514,0.262484996340532,0.0390533125810219,-0.119858470703199,0.54307375891987,0.998349997916735,-0.379069822828523,-0.174891413948854,0.561263306998349,0.370515228226405,1.27553734633741,0,0,1,0.195281446540545
"278",1697,0.81119471835892,-0.98787953573408,-0.831314638837907,-0.862699383151113,-0.894824523815013,-0.385809311953107,-0.119858470703199,0.54307375891987,-1.00099113547736,-1.6124118666505,0.238312773322968,-0.563648246916792,-0.412230613757041,-0.286500135354153,0,0,1,0.0366898805557265
"279",1703,-1.13612958494147,-0.749851527133515,-2.39052468580347,-0.96658836155004,-0.810486178216634,0.393105499692796,-0.119858470703199,-1.84015427297776,-1.00099113547736,0.6445954672537,0.546546212897304,-0.0465484402474442,-0.416957862307049,-0.558738239841524,0,0,1,0.0239827714437008
"280",1705,0.25959684867218,-0.372800636523199,0.279201869432521,-1.07047733994897,-0.936993696614203,0.286889843559264,-0.119858470703199,-1.84015427297776,-1.00099113547736,-0.29163864808121,0.360121095959335,-0.384919406239382,0.0567725983279834,-0.558738239841524,0,0,1,0.3982516353023
"281",1707,-0.221605082677497,0.988494100579283,1.0083288698121,-0.343254491156474,-0.135779413429595,0.570131593248683,-0.119858470703199,0.54307375891987,-1.00099113547736,-0.45717542000712,0.352314389705368,0.231099327838277,-0.299448892355357,-0.50187072150422,0,0,1,0.113806679300425
"282",1709,-0.0939154147381463,-1.21354692639924,0.638156700388629,-0.914643872350577,-0.979162869413393,-0.562835405508995,-0.119858470703199,0.54307375891987,-1.00099113547736,-0.100633769695629,0.0098154224503687,-0.107987791876295,0.872830389166289,-0.361889142487952,0,0,1,0.049125324010542
"283",1713,-0.896159845468729,-0.684821735647464,-0.337751746273272,1.47480263082476,1.08244113410256,-0.492024968086639,-0.119858470703199,0.54307375891987,0.998349997916735,0.795574806872692,-0.430484294651965,-0.474752619456633,-0.0107769304882803,1.08584137248633,0,0,1,0.072825782014525
"284",1721,0.263118351605739,0.328201672701515,-0.371403761675408,1.21508018482744,1.00747371579289,-0.20878321839722,-0.119858470703199,0.54307375891987,0.998349997916735,-0.389912416268976,-0.403738268480774,-0.0762029605612576,0.170834585357589,1.33184419567778,0,0,1,0.412465985118638
"285",1723,0.11591753862766,0.152579815439986,-0.281665053936385,0.842811345564616,0.880966197395318,0.180674187425731,-0.119858470703199,0.54307375891987,-1.00099113547736,0.278449996462375,-0.149379670970936,-0.343591735819071,0.0512088485321726,0.910097464897924,0,0,1,0.481667165196969
"286",1725,-0.00270749358108249,0.135329247341149,0.0212030846828358,0.661005633366493,0.492072714913899,-0.244188437108398,-0.119858470703199,0.54307375891987,0.998349997916735,0.546201077803914,-0.538736868216126,-0.496849410332342,0.136569135485061,0.810777663084747,0,0,1,0.490855218168031
"287",1729,-0.643342378094873,-0.768696667526163,0.481113961845335,0.808181686098307,0.459274469403418,-0.598240624220172,-0.119858470703199,0.54307375891987,0.998349997916735,-0.369234379925352,-1.63102317950699,0.42323025164994,1.28550272144617,4.55933836285006,0,0,1,0.118321072461685
"288",1731,1.29822411863266,0.97092805182466,0.234332515563017,0.548459240100988,0.773200533575166,0.570131593248683,-0.119858470703199,0.54307375891987,-1.00099113547736,0.112578741036942,0.412570035063674,-0.599809602013423,-1.02367788411248,0.214924488015219,0,0,1,0.00518865583022856
"289",1732,0.64560162300207,-1.6437262617187,0.00998574621545195,-0.533717618221175,-0.683978659819064,-0.633645842931349,-0.119858470703199,0.54307375891987,-1.00099113547736,-0.29163864808121,0.470434931452496,-0.893630594765222,-0.96596979985808,0.971121608006613,0,0,1,0.00195159361369358
"290",1734,0.92298999679567,-0.335601818800173,-0.225578361599481,-0.810754893951649,-0.735518759906963,0.0744585312921986,-0.119858470703199,-1.84015427297776,-1.00099113547736,-0.29163864808121,0.498469668027746,-1.02291345471951,-1.24568286434923,0.898941760579893,0,0,1,0.12686770443568
"291",1735,1.28328652019762,1.09654515209392,0.716678069660268,-0.170106193824928,0.360879732871975,1.52607249845047,-0.119858470703199,-1.84015427297776,-1.00099113547736,0.541895712759115,0.360580803475198,-0.632983439661647,-0.673420958323737,0.571579037808146,0,0,1,0.00334008111291283
"292",1743,1.18426788563017,1.06367507234735,0.694243392725516,-0.464458299288557,-0.112352095207823,1.06580465520517,-0.119858470703199,0.54307375891987,-1.00099113547736,-0.75146317898822,0.584971823709529,-0.780323122659352,-0.0684991516541258,1.09225413883452,0,0,1,0.00625754140420931
"293",1747,1.44101203491875,0.980426809526255,0.593287346519109,0.00304210350661768,0.145348405231671,0.393105499692796,-0.119858470703199,0.54307375891987,-1.00099113547736,0.472377905430132,0.331206977590042,-0.784931579643307,0.065427080877457,1.50025815155445,0,0,1,0.0022935651890885
"294",1753,-1.27106413739826,-0.885186290049205,-1.85209243936931,1.20642276996086,0.909078979261444,-0.385809311953107,-0.119858470703199,0.54307375891987,0.998349997916735,0.0652300856523756,-0.706377175541857,-0.205186342764029,0.6123792031123,1.64799677978552,0,0,1,0.00817764793662244
"295",1761,-1.24422138532335,-0.702492944620649,-1.35852954680468,1.20642276996086,0.941877224771925,-0.314998874530752,-0.119858470703199,0.54307375891987,0.998349997916735,0.257709059460652,-0.705543674537071,-0.526516635762895,0.539053332279546,1.30958617274004,0,0,1,0.0165768935551889
"296",1763,-1.70216888652157,-1.19828045262823,-0.348969084740656,1.33628399295952,0.721660433487267,-0.916887592620769,-0.119858470703199,0.54307375891987,0.998349997916735,-0.0103868654887939,-1.26861442367971,-0.0538414365389916,0.965500671071593,2.77463692679979,0,0,1,0.000172306633317893
"297",1765,-0.905997875464976,-0.476510073299812,-0.169491669262594,-0.299967416823588,-0.206061368094911,0.216079406136909,-0.119858470703199,0.54307375891987,0.998349997916735,-0.779575333111192,-1.7228324380517,0.102431758537096,1.85982942436617,2.96133624700591,0,0,1,0.109566698293809
"298",1769,-1.79638366222228,-1.35742434747835,-0.472359807881815,0.453227676568638,-0.0326992132537973,-1.0231032487543,-0.119858470703199,0.54307375891987,0.998349997916735,1.62616689692954,-2.18714298907759,0.468765130724792,2.25101822891598,4.38249404255492,0,0,1,3.95475453527599e-05
"299",1773,-0.498198736996003,0.150010901529354,0.290419207899905,-0.0835320451591554,-0.0514410678312151,0.0744585312921986,-0.119858470703199,0.54307375891987,0.998349997916735,-0.632449953814196,-1.25022567323354,0.217451958164699,1.40841010664839,1.24764179365645,0,0,1,0.367902080356641
"300",1777,-1.57018147802173,-1.36194838300358,0.167028484758746,0.825496515831461,0.459274469403418,-0.633645842931349,-0.119858470703199,0.54307375891987,0.998349997916735,-1.53534746036536,-2.55451440448965,-0.797234281248205,2.02677073061227,5.24294794980958,0,0,1,0.000177010548286982
"301",1785,0.24088184478916,0.921674439250639,0.0548551000849714,0.938042909096966,1.22300504343319,0.676347249382216,-0.119858470703199,0.54307375891987,0.998349997916735,-0.623920624576235,-0.487358255955226,-0.752813822412303,0.229042443090892,1.80728254390128,0,0,1,0.140060352414709
"302",1789,-0.653990766053159,0.171268288568347,0.391375254106312,-0.178763608691506,-0.346625277425544,-0.527430186797817,-0.119858470703199,0.54307375891987,0.998349997916735,-1.19747398536938,-2.08299854539834,-0.619261265372223,1.77338261479079,5.70156999372363,0,0,1,0.286533918350034
"303",1797,-0.351158573929705,-0.257643758811008,-0.292882392403753,-0.369226735756206,-0.491874650400532,-0.456619749375462,-0.119858470703199,0.54307375891987,0.998349997916735,0.124183542452,-0.852612070527943,-0.204052735205941,0.936679682389721,2.19620727069235,0,0,1,0.406342264630087
"304",1817,-1.48617294760166,-1.27719139296516,-0.853749315772658,0.236792304904205,0.581096524156634,0.888778561649279,-0.119858470703199,0.54307375891987,0.998349997916735,-0.411015957064462,-0.879085510833564,0.310293950454275,1.73292627480329,2.39399823237852,0,0,1,0.000462041847711531
"305",1829,0.0318692011498928,-1.03968060094967,0.0212030846828358,-0.351911906023052,-0.421592695735215,-0.279593655819576,-0.119858470703199,0.54307375891987,0.998349997916735,0.136473591036448,-1.39641210101333,-0.48492241717934,1.53670109700343,4.07400325947298,0,0,1,0.103127336756457
"306",1833,0.752035743763164,-0.491318348975635,-0.685489238761996,-0.0315875559596914,-0.0842393133416961,-0.137972780974865,-0.119858470703199,0.54307375891987,0.998349997916735,0.949888621378579,-0.848850745432399,-0.319917436163986,0.796087694155871,2.320179730008,0,0,1,0.166090051783238
"307",1843,0.644128761863903,-0.428007605144262,-0.225578361599481,-0.386541565489361,-0.206061368094911,0.499321155826329,-0.119858470703199,0.54307375891987,0.998349997916735,0.0912117574852167,-0.84953738293041,0.102431758537096,0.518336159787049,2.79371354344371,0,0,1,0.232227272877306
"308",1847,0.210955467416276,-0.698604162660623,-0.0573182845888193,0.1242459116387,-0.0233282859650885,-0.35040409324193,-0.119858470703199,0.54307375891987,0.998349997916735,0.0294462712647839,-0.697051680220068,-0.159912566802412,0.465700264721918,2.97096969626881,0,0,1,0.256422832645653
"309",1849,-0.614143901207259,-1.27125091367958,-0.629402546425109,-0.334597076289897,-0.449705477601342,-0.421214530664285,-0.119858470703199,0.54307375891987,0.998349997916735,-0.908972346925466,-1.26665796786734,1.06042841531773,1.52293039888333,4.38967823224392,0,0,1,0.0182463490942266
"310",1869,0.205584357976118,0.705952200684344,-0.20314368466473,-1.06181992508239,-1.10098492416661,-0.527430186797817,-0.119858470703199,0.54307375891987,0.998349997916735,1.06893958694747,0.854731072812427,-0.520540045137524,0.645756316397065,-0.558738239841524,0,0,1,0.253271517204682
"311",1873,0.431119773958783,0.672601388510088,0.0660724385523393,-1.68515379547596,-1.56953128860205,0.00364809386984396,-0.119858470703199,-1.84015427297776,-1.00099113547736,0.345041813178224,0.785048949414811,0.518905484970466,-0.616639312999374,-0.558738239841524,0,0,1,0.218143553960682
"312",1877,0.415010710680295,0.825989370988815,0.368940577171544,-1.79770018874146,-1.74289344344317,-0.739861499064882,-0.119858470703199,0.54307375891987,-1.00099113547736,-1.42029919667468,0.88057545151244,-0.299202391554768,0.300561212729197,-0.558738239841524,0,0,1,0.153293642913187
"313",1895,-0.776100337498983,-0.25537315654073,-0.887401331174794,1.10253379156194,0.571725596867925,-0.846077155198414,-0.119858470703199,0.54307375891987,-1.00099113547736,1.0097952081503,0.673389502342683,0.0813176695473001,0.389202340235375,-0.558738239841524,0,0,1,0.208323887717746
"314",1897,0.170407714017161,0.828878057809093,-1.16783479285925,-0.77612523448534,-0.496560114044886,0.888778561649279,-0.119858470703199,0.54307375891987,0.998349997916735,1.10258921900621,0.719151091507361,-0.272616545863567,0.925236054530742,-0.558738239841524,0,0,1,0.192772822714677
"315",1909,0.347023099339427,0.63746929100095,-0.281665053936385,-0.499087958754866,-0.473132795823114,-0.0317571248413327,-0.119858470703199,0.54307375891987,0.998349997916735,-1.37646779808936,0.532553246892197,-0.504340502729649,0.695024933793212,-0.496625660058853,0,0,1,0.258545738080705
"316",1913,0.273173898739169,0.5820584403235,-0.741575931098884,-0.594319522287216,-0.515301968622304,0.145268968714554,-0.750605799104387,0.54307375891987,0.998349997916735,0.26015108501032,0.670947924655692,-0.754930650432508,0.814911328338225,-0.558738239841524,0,0,1,0.304329226782505
"317",1917,-0.373461899736187,-0.105897563418188,-0.640619884892477,-0.507745373621443,-0.482503723111823,-0.0317571248413327,-0.750605799104387,0.54307375891987,0.998349997916735,-0.143838381723206,0.498754173902289,1.46156525084043,1.66466491883645,-0.406414530860633,0,0,1,0.425280085187514
"318",1921,0.260485399069232,0.438302275414837,-0.0348836076540675,-0.628949181753526,-0.515301968622304,0.251484624848086,-0.750605799104387,0.54307375891987,0.998349997916735,1.36373055119336,0.779954382560931,0.579109847395476,-0.118741734930221,-0.558738239841524,0,0,1,0.372875389172048
"319",1929,1.09853201323827,0.439482645215028,0.739112746595036,0.115588496772123,0.492072714913899,0.994994217782812,-0.750605799104387,-1.84015427297776,-1.00099113547736,1.26583196693093,0.718283179910629,-0.165557787240394,-1.02616328778179,-0.467016438378088,0,0,1,0.0573360592850721
"320",1931,-0.846929888429878,1.02689904162543,0.537200654182222,3.1370262852076,3.16747245584028,0.286889843559264,-0.750605799104387,-1.84015427297776,-1.00099113547736,-0.37876345962319,0.734939480750788,-1.16704846648796,-1.45185261884587,-0.50261897926522,0,0,1,0.0281023410987274
"321",1933,-1.80777132411102,-0.779697714064471,-1.17905213132663,1.78646956602154,1.20894865250013,-0.704456280353704,-0.750605799104387,0.54307375891987,0.998349997916735,0.0485059106759544,0.172436731280997,0.123041272891018,0.627190647189268,-0.348406334130283,0,0,1,0.000429747005575992
"322",1937,-1.40443910619813,-0.188255183571839,-0.853749315772658,1.41420072675872,1.46664915293962,0.251484624848086,-0.750605799104387,0.54307375891987,0.998349997916735,-0.307374172713894,-0.138070281325556,-0.18263190839792,0.0150135082915032,-0.137096945815854,0,0,1,0.0177101837259135
"323",1939,-0.087421177596124,-1.43700595247444,-1.19026946979401,-0.923301287217154,-1.00259018763517,-0.633645842931349,-0.750605799104387,0.54307375891987,0.998349997916735,0.448343933975068,0.280846738925929,0.441595886816367,1.06522863771932,-0.474001873588879,0,0,1,0.0155931572368234
"324",1943,0.927139882570101,-0.361492693836817,-0.225578361599481,-0.836727138551381,-0.613696705153747,0.676347249382216,-0.750605799104387,0.54307375891987,-1.00099113547736,0.345041813178224,0.227505373489429,-0.331071491501182,0.0677571131581205,-0.476717781617831,0,0,1,0.12126305397007
"325",1949,-0.246798685215522,-1.47950355753722,-0.20314368466473,-0.533717618221175,-0.932308232969849,-1.51877631071078,-0.567509912827058,0.54307375891987,0.998349997916735,1.12995766534815,-0.605873507433441,-0.0167264198232662,1.51309784038009,1.8645934256966,0,0,1,0.0109932195932587
"326",1953,1.52849230945018,0.177642285489623,0.694243392725516,-0.637606596620103,-0.599640314220684,-0.0317571248413327,-0.567509912827058,-1.84015427297776,-1.00099113547736,1.07267662604616,0.652519140971841,-0.394809691394013,-1.27678938770002,-0.418131738327129,0,0,1,0.00870055561642553
"327",1955,1.37862158023897,0.324589741112782,0.795199438931923,-0.724180745285876,-0.59495485057633,0.322295062270441,-0.567509912827058,-1.84015427297776,-1.00099113547736,1.30006324507515,0.687073222831979,0.695113526773271,-1.46709443089841,-0.361889142487952,0,0,1,0.0177788376992188
"328",1957,0.742592940983513,-0.535678792195919,0.469896623377951,0.288736794103669,0.674805797043722,0.994994217782812,-0.567509912827058,-1.84015427297776,-1.00099113547736,0.56727945833614,0.085573376836752,-0.377372048325126,-0.639837311494619,-0.075900824493261,0,0,1,0.157523820256866
"329",1961,-0.103017014165309,-1.61692220968201,0.0212030846828358,-0.577004692554062,-0.402850841157798,0.463915937115151,-0.567509912827058,0.54307375891987,0.998349997916735,0.785485541313905,-0.342729863310535,-0.162994724406045,1.2130444530644,-0.266610578455805,0,0,1,0.00521998641088164
"330",1966,1.5641693849928,0.637224632533194,1.12050225448588,0.609061144167029,0.979360933926761,0.888778561649279,-0.567509912827058,-1.84015427297776,-1.00099113547736,-1.74628888733677,0.633820470292373,-0.651412470767664,-1.65237191715651,-0.419281115729055,0,0,1,0.00331758531161071
"331",1972,-1.44975233308683,-3.83255465837865,-0.988357377381201,-0.403856395222516,-0.833913496438406,-1.48337109199961,-0.567509912827058,0.54307375891987,0.998349997916735,-0.54501137898948,-1.19858639511605,1.12124884626012,2.37919531615594,-0.558738239841524,0,0,1,2.60803317256548e-15
"332",1974,0.717402181806785,-0.847065710818411,-0.135839653860458,0.842811345564616,0.763829606286457,-0.0317571248413327,-0.567509912827058,0.54307375891987,0.998349997916735,-0.1261018761553,0.100761492420768,0.811116946862973,-0.0283882908549031,-0.558738239841524,0,0,1,0.0783984822939502
"333",1981,-0.132531104153969,-1.76120310262003,-0.618185207957725,-1.0185328507495,-1.12909770603274,-0.846077155198414,-0.567509912827058,0.54307375891987,0.998349997916735,0.715004243904417,-0.241214568780227,2.23137657077452,2.02369507723081,-0.558738239841524,0,0,1,0.00194924390328245
"334",1985,0.248567450303557,-0.626794756267397,0.368940577171544,-1.03584768048266,-1.06818667865613,-0.492024968086639,-0.567509912827058,0.54307375891987,0.998349997916735,-0.29163864808121,0.15736084370599,0.260100182860711,0.965500671071593,-0.558738239841524,0,0,1,0.287148117070572
"335",2009,0.965259405444173,-0.566542243281939,-0.113404976925707,-0.144133949225196,0.0328972777671648,0.499321155826329,-0.567509912827058,0.54307375891987,0.998349997916735,0.729530595886163,0.798902473805512,-0.826491312910017,-0.403492252199658,-0.503347801295423,0,0,1,0.0754851568358402
"336",2013,-1.29382950941117,0.353506655091919,-1.08931342358761,-1.3648294454126,-1.20406512434241,0.428510718403973,-0.567509912827058,0.54307375891987,-1.00099113547736,0.961278820548353,0.759414632759717,-1.66752725794849,-0.637100270801582,-0.558738239841524,0,0,1,0.0266547826307628
"337",2021,0.18514201212127,-0.223790752940008,-0.494794484816566,1.64795092815631,0.885651661039672,-1.0231032487543,-0.567509912827058,0.54307375891987,0.998349997916735,-1.06953774683846,0.738722396805979,-0.255592208020592,0.0823457325832656,-0.526670091366366,0,0,1,0.457927868694521
"338",2022,-1.03099203691975,-0.927348026250569,-1.34731220833729,1.27568208889348,0.745087751709039,-0.775266717776059,-0.567509912827058,-1.84015427297776,-1.00099113547736,1.38610098524367,0.761597793648407,-2.07956560220235,-0.336892589195261,-0.443466243211853,0,0,1,0.0209259396436496
"339",2053,-1.04363788617069,-0.960183767966509,-1.22392148519613,0.0723014224392362,-0.290399713693291,-0.952292811331946,-0.567509912827058,-1.84015427297776,-1.00099113547736,0.624924581447354,0.829927108480511,-0.682915066989621,-0.378685069270201,-0.558738239841524,0,0,1,0.0175973057183686
"340",2057,-0.0856909922630007,0.45258689612474,-1.35852954680468,0.409940602235751,-0.0233282859650885,-0.916887592620769,-0.567509912827058,0.54307375891987,0.998349997916735,0.656092227538371,0.794164157785846,1.06703326100103,-0.166792423746051,-0.412228412155082,0,0,1,0.39548959097718
"341",2082,-0.554102062936971,-0.309833272997293,-1.80722308549981,0.678320463099647,0.44990354211471,-0.385809311953107,-0.776220513558048,0.54307375891987,0.998349997916735,0.540871542043734,0.869574632665376,-0.0962809343172684,0.7591537339515,-0.558738239841524,1,1,1,0.308743200328208
"342",2123,-0.252272155661373,0.685390158764118,-0.135839653860458,-0.343254491156474,-0.192004977161848,0.393105499692796,-0.776220513558048,-1.84015427297776,-1.00099113547736,-0.406065305268336,0.819855825427509,-0.26491568939617,-0.311911454936397,-0.558738239841524,0,0,1,0.256011078959663
"343",2125,-0.200847123721603,-0.957412045062811,-0.707923915696748,0.245449719770782,0.253114069051823,0.0744585312921986,-0.776220513558048,-1.84015427297776,-1.00099113547736,0.464073538545814,0.749898642200193,-0.073221666027192,-0.149250805475892,-0.558738239841524,1,1,1,0.12853681891291
"344",2127,-0.173168423433134,0.292013680752931,-0.124622315393091,-0.248022927624124,-0.0326992132537973,0.60553681195986,-0.776220513558048,-1.84015427297776,-1.00099113547736,0.00573346316988069,0.86927820678186,-0.232220238286061,-0.531374214583549,-0.558738239841524,0,0,1,0.442626548176053
"345",2139,0.657252295808284,-0.197052157774051,0.952242177475217,-0.256680342490701,-0.135779413429595,0.322295062270441,-0.776220513558048,0.54307375891987,0.998349997916735,-1.13251314571759,0.354419058459498,0.126650044618739,0.0775642252207558,0.00200721303223735,0,0,1,0.280572782934083
"346",2157,0.199700021826655,0.653934376650907,-0.405055777077543,-0.256680342490701,-0.234174149961038,0.00364809386984396,-0.776220513558048,0.54307375891987,-1.00099113547736,1.15831920208029,0.770406230467763,-0.308274622764807,-0.463448240011093,-0.512040461685407,0,0,1,0.281911599165698
"347",2159,-1.1894255485973,-0.979205963829185,-2.36809000886871,-0.317282246556742,-0.59495485057633,-0.916887592620769,-0.754937404930713,-1.84015427297776,-1.00099113547736,0.403616386013794,0.790016444474918,-0.696928940387657,-0.0585061055466757,-0.456376704451086,0,0,1,0.00860163374550568
"348",2177,-1.12843402766265,1.07288410291619,0.368940577171544,-0.256680342490701,-0.177948586228785,0.180674187425731,-0.754937404930713,0.54307375891987,-1.00099113547736,1.51421852567143,0.606154129466137,-0.886752848360311,-0.259748001988041,-0.471498298833504,0,0,1,0.00777652978392386
"349",2185,0.88234699079399,0.67737866701079,0.458679284910583,-0.602976937153794,-0.304456104626355,0.924183780360457,-0.754937404930713,0.54307375891987,0.998349997916735,-0.321699982597448,0.487714446346692,-0.383466615034422,0.0101887823711488,-0.49677605162263,0,0,1,0.0776481963161772
"350",2189,0.520495148777028,0.795666743883921,1.26632765456181,-1.65052413600965,-1.70540973428833,-1.44796587328843,-0.754937404930713,-1.84015427297776,-1.00099113547736,1.48197194829212,0.826671146784253,0.446534547191266,-0.755518984664085,-0.558738239841524,0,0,1,0.140877426925219
"351",2194,-0.779493889175408,-0.0861403190889275,-0.640619884892477,-1.50334808327783,-1.56953128860205,-1.20012934231019,-0.763131055951772,-1.84015427297776,-1.00099113547736,-0.11920500399689,0.801965241394076,-1.21411133031575,-0.728628155624864,-0.558738239841524,0,0,1,0.226178859736443
"352",2201,-0.0183630407368889,0.83964088426038,0.997111531344721,-1.59857964681018,-1.53673304309157,-0.385809311953107,-0.763131055951772,0.54307375891987,0.998349997916735,2.44939442993484,0.831571619907117,2.18658766355345,-0.168807808769126,-0.558738239841524,0,0,1,0.196163191612934
