SchoolNo,z_s09_ELA,z_s09_math,Attendance_0809,FTE08,MEMBER08,PUPTCH08,county.pop,TITLEI08,STITLI08,male,white,sped,frpl,lep,prob
265,0.046022032,-0.862913785,0.391375254,-0.784782649,-1.175952342,-1.766612842,0.454425102,0.543073759,0.998349998,0.117656674,-1.731704748,0.274441407,1.726720844,-0.277525237,0.183419884
269,0.674558414,-0.465888891,0.133376469,0.046329178,0.168775723,0.322295062,0.454425102,0.543073759,0.998349998,0.767028268,-0.153802444,-0.702303594,0.256161348,-0.55873824,0.206835947
270,0.667387457,0.337086638,0.413809931,0.981329983,0.810684243,-0.208783218,0.454425102,0.543073759,0.998349998,-0.444913492,-1.006071391,-0.583073593,0.324101998,0.389053717,0.24638037
273,0.157726323,-1.092229591,-0.057318285,-0.170106194,-0.28571425,-0.350404093,0.454425102,0.543073759,0.998349998,-0.03565369,-0.860944607,-0.107987792,0.872830389,0.294274559,0.080494939
275,0.439817616,-0.473290883,-0.606967869,0.453227677,0.314025096,-0.244188437,0.454425102,0.543073759,0.998349998,0.982932927,-0.425012786,0.456931222,-0.397245892,-0.412785482,0.302621483
281,-0.354434126,-0.993838257,-0.438707792,-0.473115714,-0.416907232,0.074458531,0.454425102,0.543073759,-1.000991135,1.099728349,-0.04648368,-0.009907921,0.48517285,-0.117524748,0.097381672
285,-0.520669821,0.295589128,0.649374039,0.695635293,0.979360934,0.711752468,0.454425102,-1.840154273,-1.000991135,0.632903345,0.781798161,-1.418458742,-0.698076674,-0.55873824,0.328100369
289,0.217398524,0.341645012,0.066072439,-0.672236256,-0.585583923,0.145268969,0.454425102,-1.840154273,-1.000991135,0.059736268,0.666992731,-1.389667003,-0.426739393,-0.55873824,0.418758835
291,1.684355423,0.485961316,0.851286131,-0.005615311,0.679491261,1.844719467,0.454425102,-1.840154273,-1.000991135,-0.140233064,0.627488696,-2.04228691,-1.550441218,-0.55873824,0.00213731
301,-1.659790008,-0.08649443,-0.135839654,0.738922367,0.618580233,-0.137972781,0.454425102,0.543073759,-1.000991135,0.518980633,0.009815422,-1.208534173,-0.092485182,0.622356368,0.003971416
303,-2.572151424,-2.505855487,-0.124622315,0.435912847,-0.098295704,-1.164724124,0.454425102,0.543073759,0.998349998,0.333200209,-2.554195179,-0.157778885,1.482842157,1.17715208,6.30E-12
305,-0.734247481,-3.021497888,-0.158274331,-0.178763609,-0.168577659,0.003648094,0.454425102,0.543073759,0.998349998,1.154801205,-1.354093595,-1.349026446,1.703826318,3.602804689,4.00E-09
309,1.093280325,-0.506905669,-0.573315854,-0.325939661,-0.192004977,0.357700281,0.454425102,0.543073759,-1.000991135,-2.45576835,0.136302011,-0.869337763,0.440510712,-0.55873824,0.051938503
310,-0.485700743,-1.416967566,0.3465059,-0.282652587,-0.33725435,-0.208783218,0.454425102,0.543073759,0.998349998,-1.027722129,-2.579519941,-1.409456519,1.382150457,2.475694557,0.011130188
317,-0.615825749,-2.861342094,-1.100530762,-0.75015299,-0.758946078,-0.244188437,0.454425102,0.543073759,0.998349998,-1.135394736,-2.636280802,-0.250934616,1.681895794,-0.43451308,3.62E-08
328,-0.60532806,-0.969237204,0.324071223,-0.41251381,-0.037384677,1.136615093,0.454425102,0.543073759,0.998349998,0.054603574,-0.081539301,-0.427948525,0.27554992,1.276428697,0.068397218
346,-0.028587768,-0.066239284,0.683026054,-1.226310808,-0.913566378,1.242830749,0.454425102,0.543073759,-1.000991135,0.721852276,0.325116078,-0.22349312,-0.509815155,-0.233987198,0.497402381
353,0.068342418,-0.346931223,0.817634116,-0.949273532,-0.68397866,0.888778562,-0.559443662,-1.840154273,-1.000991135,-0.355966781,0.82192316,-0.621196073,-0.384340642,-0.55873824,0.437810437
357,0.776760192,1.158574658,1.019546208,0.306051624,1.396367198,2.659039497,-0.559443662,-1.840154273,-1.000991135,0.792665096,-0.007258304,-0.699961704,-1.18014973,0.361177516,0.020012495
363,0.402070574,0.062410293,1.311197008,-0.42982864,0.346823342,2.446608185,-0.559443662,-1.840154273,-1.000991135,-0.291638648,0.381526958,-0.932677956,-0.618115072,0.225483178,0.417985942
366,0.665928813,0.784742958,0.907372824,-1.234968222,-0.815171642,1.844719467,-0.559443662,-1.840154273,-1.000991135,0.574543374,0.770886629,0.047651962,-0.864333485,-0.335566287,0.107307049
369,-0.010786905,-0.24971382,-0.326534408,0.392625773,0.895022588,1.242830749,-0.559443662,0.543073759,0.998349998,0.287312329,0.294053209,0.145148435,0.52855782,0.071076867,0.468813965
371,-0.441335777,-0.259519474,0.380157916,-0.741495575,-0.187319514,1.950935123,-0.559443662,0.543073759,0.998349998,1.869724165,0.238962751,0.666934356,0.276570201,0.011088073,0.371866192
374,-0.867315367,-1.673365347,-1.167834793,-1.139736659,-0.646494951,2.127961217,-0.559443662,0.543073759,0.998349998,1.369002366,0.063429149,2.756577575,1.43549239,0.174744076,0.000820901
377,-0.660827628,-0.743482896,-0.102187638,-0.040244971,0.656063942,1.915529904,-0.559443662,0.543073759,0.998349998,0.609153536,0.083065452,0.23402695,0.490455747,0.934706842,0.121442939
390,-0.848431183,-0.298750674,-0.438707792,1.267024674,1.804002535,1.101209874,-0.559443662,-1.840154273,-1.000991135,-0.020189008,0.437680321,-0.682511874,-1.349657021,-0.190637224,0.165475223
392,0.697524243,1.213685051,1.109284916,0.88609842,1.986735617,2.30498731,-0.559443662,-1.840154273,-1.000991135,-0.454691214,0.370862149,-0.891501451,-1.046122722,0.713579085,0.019474261
395,-0.763158779,-0.504796026,-0.539663839,1.292996919,1.808687999,1.065804655,-0.559443662,0.543073759,-1.000991135,0.855503594,0.275965833,-0.159649389,-0.40829584,0.159588305,0.157837322
409,0.131020052,0.338082441,0.828851454,-1.208995978,-0.824542569,1.632288155,-0.559443662,0.543073759,-1.000991135,0.486876137,0.78095049,0.545801958,-0.406203173,-0.55873824,0.434651596
410,-1.007568427,-0.65934399,-0.9659227,0.089616252,0.103179232,0.039053313,-0.559443662,-1.840154273,-1.000991135,-0.134483204,0.8328122,1.069555356,-0.416489055,-0.55873824,0.052163576
421,0.446694285,1.175853126,0.559635331,-0.499087959,-0.791744324,-1.093913686,-0.559443662,-1.840154273,-1.000991135,-0.86245546,0.707090741,1.015123265,-0.592318844,-0.55873824,0.040531661
433,-0.192810363,0.004256692,0.2006805,-1.191681148,-1.480507479,-1.979044154,-0.559443662,0.543073759,0.998349998,0.084581288,-0.377189035,1.609080472,0.737335229,1.121438384,0.481454745
445,-0.894826309,-0.774285182,-0.023666269,2.946563158,1.949251908,-0.952292811,-0.806745595,-1.840154273,-1.000991135,1.205237173,0.532683018,1.904511773,-0.300089631,-0.286500135,0.057310106
446,0.129403601,0.491614214,0.357723239,0.176190401,-0.088924777,-0.633645843,-0.806745595,0.543073759,-1.000991135,-0.438855048,0.540239179,0.968062995,0.026532533,-0.358029345,0.373597422
485,-0.3004259,0.111417101,-0.124622315,0.063644008,-0.412221768,-1.235534561,-0.806745595,0.543073759,0.998349998,1.282128417,0.760999319,0.15594208,0.101203295,-0.55873824,0.448844588
491,-1.350645554,-0.149547639,-1.022009393,-0.187421024,-0.566842069,-1.129318905,-0.806745595,0.543073759,0.998349998,-0.67418195,0.785450406,0.675617136,0.180918108,-0.55873824,0.024287712
494,0.824308301,0.246417068,0.009985746,-0.966588362,-0.655865878,1.101209874,-0.792505895,0.543073759,0.998349998,1.428549309,0.766921989,0.621737848,0.457488739,-0.55873824,0.185371027
510,0.765817516,2.270176114,0.514765977,1.647950928,1.640011308,0.180674187,-0.792505895,0.543073759,-1.000991135,-0.097882421,0.409480054,0.076799315,-1.710034124,-0.481936371,1.03E-05
511,0.9494361,2.692684119,1.142936931,2.158738405,1.972679227,-0.031757125,-0.792505895,-1.840154273,-1.000991135,0.859721638,0.606843241,-0.609926246,-1.930316614,-0.530177544,8.31E-08
514,1.57693892,0.935843169,1.322414347,-0.386541565,-0.38879445,-0.102567562,-0.632804321,0.543073759,-1.000991135,0.063084063,0.384656748,0.496250188,-1.839761407,-0.339392111,0.001199201
517,1.408657427,0.421777098,1.412153055,1.500774875,1.11523938,-0.456619749,-0.632804321,-1.840154273,-1.000991135,-0.373317743,0.61992039,1.965810072,-1.927397535,-0.55873824,0.013073195
521,0.242575066,0.730907364,0.110941792,0.314709039,0.290597778,0.003648094,-0.632804321,-1.840154273,-1.000991135,0.024386098,0.825691232,-0.064182364,-0.97846932,-0.55873824,0.233958709
529,0.300576793,0.543715737,-0.214361023,-0.73283816,-1.049444824,-1.412560655,-0.632804321,0.543073759,-1.000991135,0.582676059,0.80085803,0.278481116,-0.646440326,-0.55873824,0.316059835
534,1.036546738,0.723713547,0.828851454,-0.802097479,-0.983848333,-0.952292811,-0.632804321,-1.840154273,-1.000991135,0.272691256,0.68047651,0.510562372,-0.74574055,-0.55873824,0.039302308
537,0.588208376,1.316598275,0.155811146,-0.282652587,-0.159206732,0.322295062,-0.783493243,0.543073759,-1.000991135,0.313983688,0.635157985,0.398031338,-0.283288114,-0.55873824,0.015385627
539,-0.565390207,0.027329703,-0.550881177,2.054849427,2.1179286,0.286889844,-0.632804321,-1.840154273,-1.000991135,-1.169486153,0.82975663,-0.089961046,-0.890245366,-0.55873824,0.34507691
541,1.057601828,0.677619033,0.873720808,-0.706865916,-0.660551342,0.003648094,-0.632804321,0.543073759,-1.000991135,2.302596134,0.458191733,1.240503221,-1.843999738,-0.55873824,0.040889604
542,0.65550505,0.349302392,1.109284916,0.53114441,0.290597778,-0.456619749,-0.632804321,0.543073759,-1.000991135,0.228070269,0.35406933,1.09977694,-1.773121926,-0.201663135,0.249145355
557,-1.02825388,0.616128205,0.503548639,1.474802631,1.682180481,0.534726375,-0.632804321,-1.840154273,-1.000991135,-0.693090628,0.68174318,0.549240896,-0.42316639,-0.497443909,0.053464458
561,1.778260272,1.941443124,1.131719593,-0.490430544,-0.548100214,-0.314998875,-0.632804321,-1.840154273,-1.000991135,-0.8891653,0.759507294,-0.737871309,-0.838348899,-0.490314756,9.54E-07
565,0.999021477,0.719796865,0.806416777,0.288736794,0.046953669,-0.527430187,-0.632804321,0.543073759,-1.000991135,-0.084717683,0.67618868,0.115095908,-0.182742226,-0.238858452,0.045987792
569,0.826548869,0.58236319,0.71667807,0.409940602,0.121921087,-0.598240624,-0.632804321,0.543073759,0.998349998,-0.05196198,0.603770128,1.985036803,0.256161348,-0.015313109,0.114613255
577,0.505172275,1.161806725,-0.225578362,-0.871356798,-1.077557606,-1.129318905,-0.632804321,0.543073759,0.998349998,2.191415891,0.646371115,-0.504923123,-0.800028175,-0.382252843,0.03879235
581,-0.342020011,-0.178303593,-0.876183993,-0.758810405,-1.026017506,-1.27093978,-0.632804321,0.543073759,0.998349998,1.553874061,0.804089702,1.565139955,0.334653788,-0.55873824,0.426186477
585,-0.229549434,0.020200269,-1.549224301,-0.793440064,-0.83859896,-0.385809312,-0.783493243,0.543073759,-1.000991135,-0.009473696,0.859136303,1.960606679,-1.994946526,-0.55873824,0.473570215
587,-0.624297544,-0.53868337,-1.515572285,-0.490430544,-0.515301969,-0.208783218,-0.783493243,-1.840154273,-1.000991135,-1.042012419,0.776913431,0.274441407,-0.668640663,-0.55873824,0.204264512
609,-1.529194425,0.163052915,0.290419208,-0.490430544,-0.276343323,0.605536812,-0.783493243,0.543073759,-1.000991135,-0.114278032,0.539182121,-0.547781371,-0.217700384,0.233345033,0.008749007
621,-0.660590208,0.400820169,0.009985746,0.236792305,0.21563036,0.003648094,-0.783493243,-1.840154273,-1.000991135,1.991630081,0.772147451,-1.184943753,-0.722137159,-0.55873824,0.232547471
629,0.256639753,0.996436916,0.436244608,0.158875571,0.520185497,0.959588999,-0.765609899,0.543073759,-1.000991135,0.10192855,0.695716579,-0.277711557,-0.470955613,-0.521864491,0.107411515
641,0.860582482,0.026443352,0.223115177,0.712950123,1.152723089,1.030399436,-0.765609899,0.543073759,0.998349998,-1.864462944,0.595798565,-0.486809257,-0.024897551,0.165517883,0.185040615
645,-0.912158018,-0.238959578,-0.483577146,-0.222050683,0.004784496,0.640942031,-0.765609899,-1.840154273,-1.000991135,1.159497294,0.807069704,-0.751164361,-1.400901372,-0.55873824,0.144532003
649,0.436428329,1.144302914,0.009985746,0.098273667,0.220315824,0.322295062,-0.765609899,0.543073759,-1.000991135,0.287740054,0.742221257,-0.464921711,-0.3145078,-0.43078633,0.047436334
673,0.201074787,0.940206245,-0.595750531,-0.819412309,-0.89013906,-0.527430187,-0.697137767,0.543073759,-1.000991135,0.067183706,0.706087886,-0.873951665,-0.166094734,-0.410816956,0.136012253
689,-1.101702167,-0.701505726,-2.334437993,1.388228482,1.32139978,0.039053313,-0.697137767,-1.840154273,-1.000991135,0.438672033,0.579346029,-0.737871309,-0.698573486,-0.128647753,0.031933
695,0.238772071,0.440210182,0.279201869,0.089616252,0.159404796,0.216079406,-0.697137767,0.543073759,-1.000991135,0.259209795,0.558622082,-0.528268386,-0.735694996,0.139975257,0.377176692
702,-1.484357461,0.092441047,0.2006805,0.26276455,0.257799533,0.039053313,-0.697137767,0.543073759,0.998349998,0.231610466,-0.326589496,-0.818265917,0.13466348,1.622817415,0.011849437
705,0.405002079,-0.768468105,0.256767192,-0.75015299,-0.351310741,1.349046405,-0.697137767,0.543073759,0.998349998,0.632903345,-0.097685966,-0.851600254,0.678664084,1.607643293,0.1810944
709,0.36968611,-1.041209716,-0.124622315,-0.672236256,-0.238859614,1.455262061,-0.697137767,0.543073759,0.998349998,0.460801224,-0.396246205,-0.763718832,0.303820781,2.930859496,0.080091549
711,0.655254835,-0.373667672,0.178245823,0.695635293,1.330770707,1.455262061,-0.697137767,0.543073759,0.998349998,0.523012195,-0.466322139,0.685979326,0.016907047,2.094332868,0.242743496
713,0.051295045,-0.775540666,-0.562098516,-0.438486055,-0.23417415,0.570131593,-0.697137767,0.543073759,0.998349998,-0.414562074,-0.370962517,0.402233361,1.107143907,2.481703308,0.230088021
715,-1.915701053,-0.420891048,-0.427490454,-0.213393268,-0.18263405,0.039053313,-0.697137767,0.543073759,0.998349998,-0.376096472,-0.265958258,-0.180831671,0.238164925,2.458721909,0.000455428
