SchoolNo,z_s09_ELA,z_s09_math,Attendance_0809,FTE08,MEMBER08,PUPTCH08,county.pop,TITLEI08,STITLI08,male,white,sped,frpl,lep,prob
1657,-0.924938927,1.403514268,-0.012448931,2.253969969,2.380314564,0.3931055,-0.119858471,0.543073759,-1.000991135,-0.154108209,0.527185419,-0.82239495,-0.79971447,-0.004666524,0.003503063
1669,-0.94007556,0.747885374,-0.371403762,1.128506036,1.119924843,0.145268969,-0.119858471,0.543073759,-1.000991135,-0.153307521,0.3684109,-0.423147806,-0.619649129,0.486852217,0.052845933
1673,-0.847845451,-0.477239756,-0.034883608,0.747579782,0.810684243,0.251484625,-0.119858471,0.543073759,0.998349998,-0.128708183,-0.57526225,-0.09042232,1.131504363,2.027166605,0.130913352
1679,-0.207091145,0.353495924,-0.034883608,0.643690804,0.543612815,-0.102567562,-0.119858471,-1.840154273,-1.000991135,-0.731416369,-0.106444248,-0.509173892,-0.729140989,0.52205446,0.416867064
1681,-0.729591477,-0.172081971,-0.304099731,0.929385494,0.87159527,0.003648094,-0.119858471,0.543073759,0.998349998,0.790718876,-0.261087698,-0.063371052,-0.042288779,1.048862815,0.245315567
1693,-0.77294705,-0.332618702,-0.281665054,0.271421964,0.262484996,0.039053313,-0.119858471,0.543073759,0.998349998,-0.379069823,-0.174891414,0.561263307,0.370515228,1.275537346,0.195281447
1697,0.811194718,-0.987879536,-0.831314639,-0.862699383,-0.894824524,-0.385809312,-0.119858471,0.543073759,-1.000991135,-1.612411867,0.238312773,-0.563648247,-0.412230614,-0.286500135,0.036689881
1703,-1.136129585,-0.749851527,-2.390524686,-0.966588362,-0.810486178,0.3931055,-0.119858471,-1.840154273,-1.000991135,0.644595467,0.546546213,-0.04654844,-0.416957862,-0.55873824,0.023982771
1705,0.259596849,-0.372800637,0.279201869,-1.07047734,-0.936993697,0.286889844,-0.119858471,-1.840154273,-1.000991135,-0.291638648,0.360121096,-0.384919406,0.056772598,-0.55873824,0.398251635
1707,-0.221605083,0.988494101,1.00832887,-0.343254491,-0.135779413,0.570131593,-0.119858471,0.543073759,-1.000991135,-0.45717542,0.35231439,0.231099328,-0.299448892,-0.501870722,0.113806679
1709,-0.093915415,-1.213546926,0.6381567,-0.914643872,-0.979162869,-0.562835406,-0.119858471,0.543073759,-1.000991135,-0.10063377,0.009815422,-0.107987792,0.872830389,-0.361889142,0.049125324
1713,-0.896159845,-0.684821736,-0.337751746,1.474802631,1.082441134,-0.492024968,-0.119858471,0.543073759,0.998349998,0.795574807,-0.430484295,-0.474752619,-0.01077693,1.085841372,0.072825782
1721,0.263118352,0.328201673,-0.371403762,1.215080185,1.007473716,-0.208783218,-0.119858471,0.543073759,0.998349998,-0.389912416,-0.403738268,-0.076202961,0.170834585,1.331844196,0.412465985
1723,0.115917539,0.152579815,-0.281665054,0.842811346,0.880966197,0.180674187,-0.119858471,0.543073759,-1.000991135,0.278449996,-0.149379671,-0.343591736,0.051208849,0.910097465,0.481667165
1725,-0.002707494,0.135329247,0.021203085,0.661005633,0.492072715,-0.244188437,-0.119858471,0.543073759,0.998349998,0.546201078,-0.538736868,-0.49684941,0.136569135,0.810777663,0.490855218
1729,-0.643342378,-0.768696668,0.481113962,0.808181686,0.459274469,-0.598240624,-0.119858471,0.543073759,0.998349998,-0.36923438,-1.63102318,0.423230252,1.285502721,4.559338363,0.118321072
1731,1.298224119,0.970928052,0.234332516,0.54845924,0.773200534,0.570131593,-0.119858471,0.543073759,-1.000991135,0.112578741,0.412570035,-0.599809602,-1.023677884,0.214924488,0.005188656
1732,0.645601623,-1.643726262,0.009985746,-0.533717618,-0.68397866,-0.633645843,-0.119858471,0.543073759,-1.000991135,-0.291638648,0.470434931,-0.893630595,-0.9659698,0.971121608,0.001951594
1734,0.922989997,-0.335601819,-0.225578362,-0.810754894,-0.73551876,0.074458531,-0.119858471,-1.840154273,-1.000991135,-0.291638648,0.498469668,-1.022913455,-1.245682864,0.898941761,0.126867704
1735,1.28328652,1.096545152,0.71667807,-0.170106194,0.360879733,1.526072498,-0.119858471,-1.840154273,-1.000991135,0.541895713,0.360580803,-0.63298344,-0.673420958,0.571579038,0.003340081
1743,1.184267886,1.063675072,0.694243393,-0.464458299,-0.112352095,1.065804655,-0.119858471,0.543073759,-1.000991135,-0.751463179,0.584971824,-0.780323123,-0.068499152,1.092254139,0.006257541
1747,1.441012035,0.98042681,0.593287347,0.003042104,0.145348405,0.3931055,-0.119858471,0.543073759,-1.000991135,0.472377905,0.331206978,-0.78493158,0.065427081,1.500258152,0.002293565
1753,-1.271064137,-0.88518629,-1.852092439,1.20642277,0.909078979,-0.385809312,-0.119858471,0.543073759,0.998349998,0.065230086,-0.706377176,-0.205186343,0.612379203,1.64799678,0.008177648
1761,-1.244221385,-0.702492945,-1.358529547,1.20642277,0.941877225,-0.314998875,-0.119858471,0.543073759,0.998349998,0.257709059,-0.705543675,-0.526516636,0.539053332,1.309586173,0.016576894
1763,-1.702168887,-1.198280453,-0.348969085,1.336283993,0.721660433,-0.916887593,-0.119858471,0.543073759,0.998349998,-0.010386865,-1.268614424,-0.053841437,0.965500671,2.774636927,0.000172307
1765,-0.905997875,-0.476510073,-0.169491669,-0.299967417,-0.206061368,0.216079406,-0.119858471,0.543073759,0.998349998,-0.779575333,-1.722832438,0.102431759,1.859829424,2.961336247,0.109566698
1769,-1.796383662,-1.357424347,-0.472359808,0.453227677,-0.032699213,-1.023103249,-0.119858471,0.543073759,0.998349998,1.626166897,-2.187142989,0.468765131,2.251018229,4.382494043,3.95E-05
1773,-0.498198737,0.150010902,0.290419208,-0.083532045,-0.051441068,0.074458531,-0.119858471,0.543073759,0.998349998,-0.632449954,-1.250225673,0.217451958,1.408410107,1.247641794,0.36790208
1777,-1.570181478,-1.361948383,0.167028485,0.825496516,0.459274469,-0.633645843,-0.119858471,0.543073759,0.998349998,-1.53534746,-2.554514404,-0.797234281,2.026770731,5.24294795,0.000177011
1785,0.240881845,0.921674439,0.0548551,0.938042909,1.223005043,0.676347249,-0.119858471,0.543073759,0.998349998,-0.623920625,-0.487358256,-0.752813822,0.229042443,1.807282544,0.140060352
1789,-0.653990766,0.171268289,0.391375254,-0.178763609,-0.346625277,-0.527430187,-0.119858471,0.543073759,0.998349998,-1.197473985,-2.082998545,-0.619261265,1.773382615,5.701569994,0.286533918
1797,-0.351158574,-0.257643759,-0.292882392,-0.369226736,-0.49187465,-0.456619749,-0.119858471,0.543073759,0.998349998,0.124183542,-0.852612071,-0.204052735,0.936679682,2.196207271,0.406342265
1817,-1.486172948,-1.277191393,-0.853749316,0.236792305,0.581096524,0.888778562,-0.119858471,0.543073759,0.998349998,-0.411015957,-0.879085511,0.31029395,1.732926275,2.393998232,0.000462042
1829,0.031869201,-1.039680601,0.021203085,-0.351911906,-0.421592696,-0.279593656,-0.119858471,0.543073759,0.998349998,0.136473591,-1.396412101,-0.484922417,1.536701097,4.074003259,0.103127337
1833,0.752035744,-0.491318349,-0.685489239,-0.031587556,-0.084239313,-0.137972781,-0.119858471,0.543073759,0.998349998,0.949888621,-0.848850745,-0.319917436,0.796087694,2.32017973,0.166090052
1843,0.644128762,-0.428007605,-0.225578362,-0.386541565,-0.206061368,0.499321156,-0.119858471,0.543073759,0.998349998,0.091211757,-0.849537383,0.102431759,0.51833616,2.793713543,0.232227273
1847,0.210955467,-0.698604163,-0.057318285,0.124245912,-0.023328286,-0.350404093,-0.119858471,0.543073759,0.998349998,0.029446271,-0.69705168,-0.159912567,0.465700265,2.970969696,0.256422833
1849,-0.614143901,-1.271250914,-0.629402546,-0.334597076,-0.449705478,-0.421214531,-0.119858471,0.543073759,0.998349998,-0.908972347,-1.266657968,1.060428415,1.522930399,4.389678232,0.018246349
1869,0.205584358,0.705952201,-0.203143685,-1.061819925,-1.100984924,-0.527430187,-0.119858471,0.543073759,0.998349998,1.068939587,0.854731073,-0.520540045,0.645756316,-0.55873824,0.253271517
1873,0.431119774,0.672601389,0.066072439,-1.685153795,-1.569531289,0.003648094,-0.119858471,-1.840154273,-1.000991135,0.345041813,0.785048949,0.518905485,-0.616639313,-0.55873824,0.218143554
1877,0.415010711,0.825989371,0.368940577,-1.797700189,-1.742893443,-0.739861499,-0.119858471,0.543073759,-1.000991135,-1.420299197,0.880575452,-0.299202392,0.300561213,-0.55873824,0.153293643
1895,-0.776100337,-0.255373157,-0.887401331,1.102533792,0.571725597,-0.846077155,-0.119858471,0.543073759,-1.000991135,1.009795208,0.673389502,0.08131767,0.38920234,-0.55873824,0.208323888
1897,0.170407714,0.828878058,-1.167834793,-0.776125234,-0.496560114,0.888778562,-0.119858471,0.543073759,0.998349998,1.102589219,0.719151092,-0.272616546,0.925236055,-0.55873824,0.192772823
1909,0.347023099,0.637469291,-0.281665054,-0.499087959,-0.473132796,-0.031757125,-0.119858471,0.543073759,0.998349998,-1.376467798,0.532553247,-0.504340503,0.695024934,-0.49662566,0.258545738
1913,0.273173899,0.58205844,-0.741575931,-0.594319522,-0.515301969,0.145268969,-0.750605799,0.543073759,0.998349998,0.260151085,0.670947925,-0.75493065,0.814911328,-0.55873824,0.304329227
1917,-0.3734619,-0.105897563,-0.640619885,-0.507745374,-0.482503723,-0.031757125,-0.750605799,0.543073759,0.998349998,-0.143838382,0.498754174,1.461565251,1.664664919,-0.406414531,0.425280085
1921,0.260485399,0.438302275,-0.034883608,-0.628949182,-0.515301969,0.251484625,-0.750605799,0.543073759,0.998349998,1.363730551,0.779954383,0.579109847,-0.118741735,-0.55873824,0.372875389
1929,1.098532013,0.439482645,0.739112747,0.115588497,0.492072715,0.994994218,-0.750605799,-1.840154273,-1.000991135,1.265831967,0.71828318,-0.165557787,-1.026163288,-0.467016438,0.057336059
1931,-0.846929888,1.026899042,0.537200654,3.137026285,3.167472456,0.286889844,-0.750605799,-1.840154273,-1.000991135,-0.37876346,0.734939481,-1.167048466,-1.451852619,-0.502618979,0.028102341
1933,-1.807771324,-0.779697714,-1.179052131,1.786469566,1.208948653,-0.70445628,-0.750605799,0.543073759,0.998349998,0.048505911,0.172436731,0.123041273,0.627190647,-0.348406334,0.000429747
1937,-1.404439106,-0.188255184,-0.853749316,1.414200727,1.466649153,0.251484625,-0.750605799,0.543073759,0.998349998,-0.307374173,-0.138070281,-0.182631908,0.015013508,-0.137096946,0.017710184
1939,-0.087421178,-1.437005952,-1.19026947,-0.923301287,-1.002590188,-0.633645843,-0.750605799,0.543073759,0.998349998,0.448343934,0.280846739,0.441595887,1.065228638,-0.474001874,0.015593157
1943,0.927139883,-0.361492694,-0.225578362,-0.836727139,-0.613696705,0.676347249,-0.750605799,0.543073759,-1.000991135,0.345041813,0.227505373,-0.331071492,0.067757113,-0.476717782,0.121263054
1949,-0.246798685,-1.479503558,-0.203143685,-0.533717618,-0.932308233,-1.518776311,-0.567509913,0.543073759,0.998349998,1.129957665,-0.605873507,-0.01672642,1.51309784,1.864593426,0.01099322
1953,1.528492309,0.177642285,0.694243393,-0.637606597,-0.599640314,-0.031757125,-0.567509913,-1.840154273,-1.000991135,1.072676626,0.652519141,-0.394809691,-1.276789388,-0.418131738,0.008700556
1955,1.37862158,0.324589741,0.795199439,-0.724180745,-0.594954851,0.322295062,-0.567509913,-1.840154273,-1.000991135,1.300063245,0.687073223,0.695113527,-1.467094431,-0.361889142,0.017778838
1957,0.742592941,-0.535678792,0.469896623,0.288736794,0.674805797,0.994994218,-0.567509913,-1.840154273,-1.000991135,0.567279458,0.085573377,-0.377372048,-0.639837311,-0.075900824,0.15752382
1961,-0.103017014,-1.61692221,0.021203085,-0.577004693,-0.402850841,0.463915937,-0.567509913,0.543073759,0.998349998,0.785485541,-0.342729863,-0.162994724,1.213044453,-0.266610578,0.005219986
1966,1.564169385,0.637224633,1.120502254,0.609061144,0.979360934,0.888778562,-0.567509913,-1.840154273,-1.000991135,-1.746288887,0.63382047,-0.651412471,-1.652371917,-0.419281116,0.003317585
1972,-1.449752333,-3.832554658,-0.988357377,-0.403856395,-0.833913496,-1.483371092,-0.567509913,0.543073759,0.998349998,-0.545011379,-1.198586395,1.121248846,2.379195316,-0.55873824,2.61E-15
1974,0.717402182,-0.847065711,-0.135839654,0.842811346,0.763829606,-0.031757125,-0.567509913,0.543073759,0.998349998,-0.126101876,0.100761492,0.811116947,-0.028388291,-0.55873824,0.078398482
1981,-0.132531104,-1.761203103,-0.618185208,-1.018532851,-1.129097706,-0.846077155,-0.567509913,0.543073759,0.998349998,0.715004244,-0.241214569,2.231376571,2.023695077,-0.55873824,0.001949244
1985,0.24856745,-0.626794756,0.368940577,-1.03584768,-1.068186679,-0.492024968,-0.567509913,0.543073759,0.998349998,-0.291638648,0.157360844,0.260100183,0.965500671,-0.55873824,0.287148117
2009,0.965259405,-0.566542243,-0.113404977,-0.144133949,0.032897278,0.499321156,-0.567509913,0.543073759,0.998349998,0.729530596,0.798902474,-0.826491313,-0.403492252,-0.503347801,0.075485157
2013,-1.293829509,0.353506655,-1.089313424,-1.364829445,-1.204065124,0.428510718,-0.567509913,0.543073759,-1.000991135,0.961278821,0.759414633,-1.667527258,-0.637100271,-0.55873824,0.026654783
2021,0.185142012,-0.223790753,-0.494794485,1.647950928,0.885651661,-1.023103249,-0.567509913,0.543073759,0.998349998,-1.069537747,0.738722397,-0.255592208,0.082345733,-0.526670091,0.457927869
2022,-1.030992037,-0.927348026,-1.347312208,1.275682089,0.745087752,-0.775266718,-0.567509913,-1.840154273,-1.000991135,1.386100985,0.761597794,-2.079565602,-0.336892589,-0.443466243,0.02092594
2053,-1.043637886,-0.960183768,-1.223921485,0.072301422,-0.290399714,-0.952292811,-0.567509913,-1.840154273,-1.000991135,0.624924581,0.829927108,-0.682915067,-0.378685069,-0.55873824,0.017597306
2057,-0.085690992,0.452586896,-1.358529547,0.409940602,-0.023328286,-0.916887593,-0.567509913,0.543073759,0.998349998,0.656092228,0.794164158,1.067033261,-0.166792424,-0.412228412,0.395489591
2082,-0.554102063,-0.309833273,-1.807223085,0.678320463,0.449903542,-0.385809312,-0.776220514,0.543073759,0.998349998,0.540871542,0.869574633,-0.096280934,0.759153734,-0.55873824,0.3087432
2123,-0.252272156,0.685390159,-0.135839654,-0.343254491,-0.192004977,0.3931055,-0.776220514,-1.840154273,-1.000991135,-0.406065305,0.819855825,-0.264915689,-0.311911455,-0.55873824,0.256011079
2125,-0.200847124,-0.957412045,-0.707923916,0.24544972,0.253114069,0.074458531,-0.776220514,-1.840154273,-1.000991135,0.464073539,0.749898642,-0.073221666,-0.149250805,-0.55873824,0.128536819
2127,-0.173168423,0.292013681,-0.124622315,-0.248022928,-0.032699213,0.605536812,-0.776220514,-1.840154273,-1.000991135,0.005733463,0.869278207,-0.232220238,-0.531374215,-0.55873824,0.442626548
2139,0.657252296,-0.197052158,0.952242177,-0.256680342,-0.135779413,0.322295062,-0.776220514,0.543073759,0.998349998,-1.132513146,0.354419058,0.126650045,0.077564225,0.002007213,0.280572783
2157,0.199700022,0.653934377,-0.405055777,-0.256680342,-0.23417415,0.003648094,-0.776220514,0.543073759,-1.000991135,1.158319202,0.77040623,-0.308274623,-0.46344824,-0.512040462,0.281911599
2159,-1.189425549,-0.979205964,-2.368090009,-0.317282247,-0.594954851,-0.916887593,-0.754937405,-1.840154273,-1.000991135,0.403616386,0.790016444,-0.69692894,-0.058506106,-0.456376704,0.008601634
2177,-1.128434028,1.072884103,0.368940577,-0.256680342,-0.177948586,0.180674187,-0.754937405,0.543073759,-1.000991135,1.514218526,0.606154129,-0.886752848,-0.259748002,-0.471498299,0.00777653
2185,0.882346991,0.677378667,0.458679285,-0.602976937,-0.304456105,0.92418378,-0.754937405,0.543073759,0.998349998,-0.321699983,0.487714446,-0.383466615,0.010188782,-0.496776052,0.077648196
2189,0.520495149,0.795666744,1.266327655,-1.650524136,-1.705409734,-1.447965873,-0.754937405,-1.840154273,-1.000991135,1.481971948,0.826671147,0.446534547,-0.755518985,-0.55873824,0.140877427
2194,-0.779493889,-0.086140319,-0.640619885,-1.503348083,-1.569531289,-1.200129342,-0.763131056,-1.840154273,-1.000991135,-0.119205004,0.801965241,-1.21411133,-0.728628156,-0.55873824,0.22617886
2201,-0.018363041,0.839640884,0.997111531,-1.598579647,-1.536733043,-0.385809312,-0.763131056,0.543073759,0.998349998,2.44939443,0.83157162,2.186587664,-0.168807809,-0.55873824,0.196163192
2205,0.489169838,1.17311896,1.423370393,-0.464458299,-0.393479914,0.145268969,-0.763131056,-1.840154273,-1.000991135,-0.861951515,0.81390954,-0.940413298,-1.695086292,-0.55873824,0.038022239
2214,-0.171331612,-0.434038222,0.447461946,-0.248022928,-0.187319514,0.145268969,-0.763131056,0.543073759,-1.000991135,-1.103094138,0.806589305,1.422978774,-0.865191797,-0.55873824,0.392852337
2223,0.873212693,0.728488679,-0.719141254,-0.291310002,-0.192004977,0.251484625,-0.763131056,0.543073759,0.998349998,1.145314306,0.400179298,1.162349899,0.202096951,-0.469882744,0.070024295
2225,-1.328481553,0.358644483,-0.999574716,0.150218156,0.150033869,0.039053313,-0.717023114,0.543073759,-1.000991135,0.124652707,0.58287975,0.338179607,-0.14832504,-0.483027048,0.022162148
2237,-0.024257329,0.658752432,-0.494794485,-0.880014213,-1.007275651,-0.810671936,-0.717023114,0.543073759,-1.000991135,-1.312071584,0.828886469,1.028822234,-0.251590331,-0.55873824,0.295453392
2241,0.054782428,0.135891533,-0.539663839,-0.377884151,0.046953669,1.278235967,-0.717023114,0.543073759,-1.000991135,-2.496219393,0.774782223,0.033784976,-0.582612844,-0.55873824,0.489277925
2294,0.798982482,1.202641082,-0.315317069,-1.468718424,-1.719466125,-2.403906778,-0.717023114,0.543073759,-1.000991135,-0.847546524,0.767939913,1.889776949,-0.360583629,-0.55873824,0.015227702
2295,0.34303102,0.780463581,-0.046100946,-0.646264011,-0.604325778,0.003648094,-0.717023114,0.543073759,-1.000991135,0.404544356,0.668988995,1.280551823,-0.484096613,-0.498947628,0.189464201
2299,-0.656970609,-0.090155723,0.929807501,-1.018532851,-0.880768133,0.322295062,-0.717023114,0.543073759,-1.000991135,-0.764192052,0.723898854,-0.015357897,-0.373649232,-0.55873824,0.293287252
2301,0.423796697,0.937414134,0.088507115,-1.71112604,-1.588273143,0.039053313,-0.717023114,-1.840154273,-1.000991135,0.285816034,0.705073336,-0.357011451,-0.733005751,-0.55873824,0.107483551
2305,-0.717775889,-0.06984907,-0.797662623,-1.079134755,-1.072872142,-0.314998875,-0.717023114,-1.840154273,-1.000991135,-0.840104266,0.501730803,-0.688543045,-0.921400426,-0.55873824,0.261124772
2306,0.793944046,3.040285856,0.290419208,-1.304227541,-1.274347079,-0.350404093,-0.717023114,0.543073759,-1.000991135,0.374545922,0.622887123,-0.66297659,-0.834224152,-0.30907597,2.65E-09
2309,-0.230799091,0.797555336,0.133376469,-1.208995978,-1.307145325,-0.98769803,-0.583951815,0.543073759,0.998349998,-1.21508839,0.880575452,1.672994469,-0.142139131,-0.55873824,0.201233241
2310,0.162113629,0.827139695,-0.3826211,-1.676496381,-1.578902216,-0.173378,-0.583951815,0.543073759,-1.000991135,0.730796009,0.7030087,0.899825628,-0.50495879,-0.55873824,0.194528731
2328,-1.030548473,-0.752924781,-0.135839654,-1.105106999,-1.105670388,-0.385809312,-0.583951815,-1.840154273,-1.000991135,-0.95040834,0.741964639,0.197955568,-0.2023341,-0.55873824,0.037044677
2329,0.247693117,0.877144452,0.290419208,0.020356933,-0.637124023,-1.766612842,-0.583951815,0.543073759,-1.000991135,0.178128627,0.839783157,1.353511863,0.053825254,-0.55873824,0.159576107
2335,-1.430049261,0.272878813,-0.5284465,0.26276455,0.309339633,0.145268969,-0.583951815,0.543073759,0.998349998,0.081752979,0.703259021,-0.299202392,0.3993758,-0.55873824,0.014217353
2346,0.647864939,0.47849494,-0.371403762,0.686977878,0.87159527,0.499321156,-0.583951815,0.543073759,0.998349998,0.964668056,0.700894811,0.840117802,0.468018449,-0.55873824,0.214621332
2350,-1.700162895,-0.690745046,-1.964265824,0.522486996,0.815369706,0.747157687,-0.583951815,0.543073759,0.998349998,0.074082058,-0.505890496,0.344405115,0.510230728,-0.003288076,0.001186778
2357,-2.077380261,-0.664252182,-1.571658978,0.176190401,-0.088924777,-0.633645843,-0.583951815,0.543073759,0.998349998,-0.264589885,-0.985519721,2.029533233,1.162349219,-0.11271851,7.39E-05
2369,0.084852395,-1.35489621,-2.491480732,-1.009875436,-0.758946078,0.853373343,-0.583951815,0.543073759,0.998349998,0.313983688,-0.706968903,1.034635991,1.397067187,-0.012602022,0.024464922
2393,0.844793297,0.440431233,-0.068535623,-0.672236256,-0.02801375,2.234176873,-0.583951815,0.543073759,0.998349998,1.573315544,-0.398781569,0.127542514,0.726367409,-0.174333351,0.14000275
2401,0.245667222,-1.094794213,-1.470702931,-1.139736659,-0.899509987,0.817968124,-0.583951815,0.543073759,0.998349998,-0.631783207,-0.670093118,2.8165478,1.14084415,-0.032908464,0.074647042
2405,1.305105053,0.886619602,0.009985746,-0.880014213,-0.332568886,2.057150779,-0.583951815,-1.840154273,-1.000991135,-0.853133583,-0.21917852,-0.424116506,-0.411747535,-0.365845905,0.006835419
2409,-0.172322523,-0.971045316,-3.01869564,-0.758810405,-0.857340815,-0.598240624,-0.583951815,0.543073759,0.998349998,-0.081210046,-1.687800881,2.332810593,1.863974098,-0.128647753,0.125118844
2417,0.243436605,0.810402051,-0.203143685,0.24544972,0.440532615,0.534726375,-0.583951815,0.543073759,-1.000991135,0.07232676,0.745376011,-0.461143106,-0.545296784,-0.55873824,0.192791482
2419,-0.949114606,-0.375148499,-0.225578362,0.176190401,0.229686751,0.180674187,-0.583951815,-1.840154273,-1.000991135,0.122203282,0.75479889,-0.368252108,-0.615686216,-0.55873824,0.110751586
2429,-1.235213617,-1.460131543,0.525983316,0.176190401,-0.454390941,-1.554181529,-0.583951815,0.543073759,0.998349998,1.198193779,0.830264917,0.115095908,0.333025755,-0.55873824,0.000664726
2433,-0.291959792,-1.683086229,-0.506011823,0.054986593,0.187517578,0.357700281,-0.583951815,0.543073759,0.998349998,0.96980519,0.759507294,1.588402765,0.611173123,-0.490314756,0.002912354
2436,-0.555813766,0.337734768,0.357723239,-0.360569321,-0.262286932,0.251484625,-0.583951815,0.543073759,0.998349998,-0.554550079,0.792000564,0.278481116,-0.254059982,-0.528702579,0.300278825
2438,-0.670220672,0.211636936,1.367283701,-1.503348083,-1.23686337,1.172020311,-0.583951815,0.543073759,-1.000991135,0.404544356,0.704253329,-0.914842046,-0.420764596,-0.55873824,0.271322783
2441,0.002933735,0.505750752,-0.337751746,1.215080185,1.438536371,0.570131593,-0.583951815,0.543073759,0.998349998,-0.233075915,0.773784091,-0.774082188,-0.192331629,-0.55873824,0.374840641
2445,-1.421377009,-1.876379295,-0.562098516,-0.10950429,-0.38879445,-0.810671936,-0.583951815,0.543073759,-1.000991135,0.161474013,0.77040623,0.89833135,0.262018068,-0.55873824,1.54E-05
2449,-0.577515721,-0.04299673,-0.764010608,0.089616252,0.028211814,-0.137972781,-0.718253436,0.543073759,0.998349998,-0.578145226,0.80801206,0.092787538,0.629570765,-0.55873824,0.338337352
2457,-0.093811632,0.119722612,-0.046100946,-1.044505095,-1.321201715,-1.660397186,-0.718253436,0.543073759,0.998349998,1.181360083,0.784644344,1.196484658,0.327410573,-0.55873824,0.488447627
2460,0.088137899,0.465867129,0.929807501,-0.940616117,-1.021332042,-0.633645843,-0.718253436,0.543073759,-1.000991135,0.500825283,0.880575452,-1.304096357,-0.155908483,-0.55873824,0.389473281
2465,0.890918303,0.343248168,-1.717484378,0.089616252,0.098493769,0.039053313,-0.718253436,0.543073759,-1.000991135,0.763909876,0.743086919,1.019172049,-0.436747249,-0.247923868,0.139068971
2466,1.035995125,0.56615564,1.333631685,1.474802631,2.263177972,1.49066728,-0.718253436,-1.840154273,-1.000991135,0.378392482,0.257682563,0.142715794,-1.888523621,-0.071302362,0.058007231
2468,1.355095609,0.748112864,0.873720808,0.461885091,0.642007552,0.499321156,-0.718253436,0.543073759,-1.000991135,0.078177261,0.141973237,-0.489603345,-1.431110808,0.257976097,0.008229374
2469,0.993340441,0.75741847,1.041980885,-0.213393268,-0.023328286,0.534726375,-0.718253436,-1.840154273,-1.000991135,-1.371227063,0.265364447,0.241186672,-1.555231981,-0.280581902,0.042260994
2470,0.854375424,0.307983011,1.367283701,0.435912847,0.656063942,0.570131593,-0.718253436,-1.840154273,-1.000991135,0.270369112,0.067630165,1.317571421,-1.440253956,-0.19464742,0.161184872
2471,0.871017618,0.70032291,1.333631685,0.56577407,0.927820834,0.888778562,-0.718253436,0.543073759,-1.000991135,-0.91686823,-0.137399387,0.720150126,-1.461260935,0.039598038,0.075991984
2473,0.910098197,0.141535846,0.817634116,0.26276455,0.810684243,1.384451624,-0.718253436,-1.840154273,-1.000991135,-0.392575704,0.00627563,-0.38004116,-1.678993,-0.298673385,0.154926785
2474,1.265380453,1.142796333,1.041980885,0.56577407,0.866909806,0.747157687,-0.718253436,-1.840154273,-1.000991135,-0.651501453,0.388406603,0.871640493,-1.81712626,-0.55873824,0.0029762
2475,1.227825337,0.964631315,1.120502254,0.349338698,0.791942388,1.101209874,0.160458306,-1.840154273,-1.000991135,-0.245485845,0.20727397,0.902108659,-1.928723401,-0.178212108,0.007570451
2476,-0.097279111,1.267029182,0.593287347,2.52234983,2.642700528,0.3931055,0.160458306,0.543073759,-1.000991135,-0.06239609,-0.050830435,-0.654315331,-1.45358567,-0.123527636,0.038071948
2478,1.241437929,0.667330501,0.267984531,-0.299967417,-0.088924777,0.605536812,0.160458306,0.543073759,-1.000991135,0.939185149,0.693537241,-0.497422696,-0.975282861,-0.476010707,0.018470888
2479,1.12943935,2.730073942,0.86250347,2.453090511,2.989424837,0.959588999,0.160458306,0.543073759,-1.000991135,-0.560561162,-0.072104727,-0.415758873,-1.345616153,-0.074159307,2.62E-08
2481,0.851105559,0.209705422,1.15415427,0.306051624,0.82005517,1.278235967,0.160458306,0.543073759,-1.000991135,-0.707019054,0.038948599,0.125876848,-1.307332925,-0.130646333,0.177030677
2482,0.552219952,0.093649317,0.727895408,-0.040244971,0.323396024,0.994994218,0.160458306,0.543073759,-1.000991135,0.081351894,-0.026310526,-0.245859311,-1.387051979,-0.393993288,0.34812134
2483,0.664033712,-0.170386531,0.817634116,0.176190401,0.154719333,-0.031757125,0.160458306,0.543073759,-1.000991135,0.632903345,0.117888521,0.084243736,-1.421498718,-0.218440591,0.280934505
2485,1.443022291,3.220249328,1.344849024,2.608923978,3.08313411,0.853373343,0.160458306,-1.840154273,-1.000991135,-0.783008229,0.329681216,-0.657750898,-1.851590569,-0.479963978,1.53E-11
2489,0.279012741,1.805561099,0.626939362,2.461747926,2.937884737,0.853373343,0.160458306,-1.840154273,-1.000991135,-0.628399891,0.300593696,-1.227440553,-1.772608958,-0.443049346,0.00125984
2490,0.574399592,2.378250773,1.075632901,2.686840712,2.689555164,0.251484625,0.160458306,0.543073759,-1.000991135,0.342892831,0.316582701,-0.335158909,-1.527861877,-0.15156242,6.32E-06
2491,-0.135805235,0.558363053,0.357723239,1.587349024,2.1694687,1.136615093,0.160458306,0.543073759,-1.000991135,-0.398436565,0.321268839,-0.579554794,-1.44457386,-0.380072836,0.340685612
2492,1.199397411,0.448007061,1.602847809,0.003042104,-0.051441068,-0.137972781,0.160458306,-1.840154273,-1.000991135,-0.945073625,0.503245993,0.145623192,-1.856065794,-0.491395125,0.036320998
2494,0.755388067,-0.013315795,0.86250347,0.56577407,0.552983742,0.074458531,0.160458306,0.543073759,-1.000991135,-0.702061002,0.288074762,0.666352254,-1.243556134,0.128606725,0.242052851
